id,word,meaning,author,made,why
mCxk-gpxx,kiqk,10^15,you,2026-09-15,in base.csv when the variant system was built
bvbw-pycq,kedj,accept,you,2026-09-15,in base.csv when the variant system was built
bkrt-fgjb,kamp,camp,you,2026-09-15,in base.csv when the variant system was built
mzgl-pwvq,kand,command,you,2026-09-15,in base.csv when the variant system was built
lbtt-hdCr,kast,cast,you,2026-09-15,in base.csv when the variant system was built
flbk-yzkp,kard,can,you,2026-09-15,in base.csv when the variant system was built
kcdc-vczC,karp,keep,you,2026-09-15,in base.csv when the variant system was built
mvgy-hnxx,kart,crown,you,2026-09-15,in base.csv when the variant system was built
sCwt-ltcd,kark,quark,you,2026-09-15,in base.csv when the variant system was built
fmjt-tbqc,kalt,cult,you,2026-09-15,in base.csv when the variant system was built
wCCk-gqsz,kalv,kelvin,you,2026-09-15,in base.csv when the variant system was built
glft-pxbn,korg,encounter,you,2026-09-15,in base.csv when the variant system was built
mgym-kzqn,korb,cone,you,2026-09-15,in base.csv when the variant system was built
vlCv-dhvx,kort,court (justice),you,2026-09-15,in base.csv when the variant system was built
srjb-jqkc,kork,curl,you,2026-09-15,in base.csv when the variant system was built
zgxx-zqvp,kold,cold,you,2026-09-15,in base.csv when the variant system was built
zwtk-hgqp,kund,kind (good),you,2026-09-15,in base.csv when the variant system was built
kfbx-gbzj,kurv,curve,you,2026-09-15,in base.csv when the variant system was built
njvs-fxpq,hint,hint,you,2026-09-15,in base.csv when the variant system was built
jrnf-nblv,hidj,polyhedron,you,2026-09-15,in base.csv when the variant system was built
gjvg-qksx,heqk,angry,you,2026-09-15,in base.csv when the variant system was built
gdqd-yslk,hedj,age,you,2026-09-15,in base.csv when the variant system was built
ylnd-Cjdt,heps,ape,you,2026-09-15,in base.csv when the variant system was built
pvCq-hjcy,hamp,ampere (electric current),you,2026-09-15,in base.csv when the variant system was built
ypdm-xxdq,hant,hunt,you,2026-09-15,in base.csv when the variant system was built
yjjs-sdrk,hadj,hedge,you,2026-09-15,in base.csv when the variant system was built
kwws-cldp,habz,abstract,you,2026-09-15,in base.csv when the variant system was built
vsxd-pjbh,hatx,hole,you,2026-09-15,in base.csv when the variant system was built
CCgs-ncwm,hask,explore,you,2026-09-15,in base.csv when the variant system was built
gdcc-hszx,hard,hard (vs. soft),you,2026-09-15,in base.csv when the variant system was built
lymn-fmyn,hark,arc,you,2026-09-15,in base.csv when the variant system was built
wjzn-ksnc,hald,elm,you,2026-09-15,in base.csv when the variant system was built
jCnh-dwjb,hals,ice,you,2026-09-15,in base.csv when the variant system was built
nfCc-qCmr,halz,hell (emphasize surprise),you,2026-09-15,in base.csv when the variant system was built
wqnt-bmpg,halc,ethnicity,you,2026-09-15,in base.csv when the variant system was built
xgfs-dbnl,host,thirst,you,2026-09-15,in base.csv when the variant system was built
nCzy-pxdk,hord,ahead,you,2026-09-15,in base.csv when the variant system was built
nkgx-xhvj,hort,heart (body),you,2026-09-15,in base.csv when the variant system was built
wmcf-Cpjn,hors,horse,you,2026-09-15,in base.csv when the variant system was built
Ctvp-yhbd,hold,h sound,you,2026-09-15,in base.csv when the variant system was built
gnyj-khwc,holv,elbow,you,2026-09-15,in base.csv when the variant system was built
zprC-ddbC,huqk,hunger,you,2026-09-15,in base.csv when the variant system was built
yvvC-mlml,hudj,vowel u sound,you,2026-09-15,in base.csv when the variant system was built
wztx-pwdt,hutx,itch,you,2026-09-15,in base.csv when the variant system was built
lvfx-gvgz,siqk,sink (down),you,2026-09-15,in base.csv when the variant system was built
zjjk-mmCl,sitx,second (time),you,2026-09-15,in base.csv when the variant system was built
qrnb-lxns,sent,saint,you,2026-09-15,in base.csv when the variant system was built
fmry-qcgs,sedj,sage (person),you,2026-09-15,in base.csv when the variant system was built
ymjx-Cthl,samp,sentence (text),you,2026-09-15,in base.csv when the variant system was built
tdCt-zmth,sand,sand,you,2026-09-15,in base.csv when the variant system was built
vtyc-ptrp,saqk,sign,you,2026-09-15,in base.csv when the variant system was built
yhhr-cfjb,sadj,beside,you,2026-09-15,in base.csv when the variant system was built
dkks-sClr,satx,such,you,2026-09-15,in base.csv when the variant system was built
zcvh-zzwz,saft,soft,you,2026-09-15,in base.csv when the variant system was built
ctwd-svbw,sard,side,you,2026-09-15,in base.csv when the variant system was built
gynz-bykq,sart,certain,you,2026-09-15,in base.csv when the variant system was built
rffw-mzvp,sark,discern,you,2026-09-15,in base.csv when the variant system was built
gccb-bjgy,sarz,feature,you,2026-09-15,in base.csv when the variant system was built
vsgj-xfhq,salk,circle,you,2026-09-15,in base.csv when the variant system was built
ddwk-qsfv,sals,celsius,you,2026-09-15,in base.csv when the variant system was built
bgkr-svjj,sorg,recent,you,2026-09-15,in base.csv when the variant system was built
sChf-mvfg,sorf,surface,you,2026-09-15,in base.csv when the variant system was built
qlyj-fcxw,sold,solid,you,2026-09-15,in base.csv when the variant system was built
wsrh-kzmv,solp,swap,you,2026-09-15,in base.csv when the variant system was built
mnlb-yqzv,sutx,set (math),you,2026-09-15,in base.csv when the variant system was built
fpwq-mygv,zist,resist,you,2026-09-15,in base.csv when the variant system was built
gfqy-zzxn,zeqk,hand,you,2026-09-15,in base.csv when the variant system was built
hmkw-brbC,zetx,1000,you,2026-09-15,in base.csv when the variant system was built
jdph-gsCj,zart,lizard,you,2026-09-15,in base.csv when the variant system was built
Cqng-fjmd,zark,open,you,2026-09-15,in base.csv when the variant system was built
mwys-kyml,zalb,fermion,you,2026-09-15,in base.csv when the variant system was built
tfvm-lrct,zalv,dissolve,you,2026-09-15,in base.csv when the variant system was built
sxqr-jkff,zord,exit,you,2026-09-15,in base.csv when the variant system was built
vqnv-blcC,zolt,column,you,2026-09-15,in base.csv when the variant system was built
Ccnx-nnyf,zuqk,z sound,you,2026-09-15,in base.csv when the variant system was built
dwcq-Cxtd,vist,visit,you,2026-09-15,in base.csv when the variant system was built
zrns-qqyj,vedj,vegetable,you,2026-09-15,in base.csv when the variant system was built
zbbs-ttgm,vant,archaea,you,2026-09-15,in base.csv when the variant system was built
tmnw-fpxx,vaqk,cow,you,2026-09-15,in base.csv when the variant system was built
fsbb-tfmf,vast,vast,you,2026-09-15,in base.csv when the variant system was built
lznj-lvky,vark,syllable,you,2026-09-15,in base.csv when the variant system was built
bsjk-cbvy,varz,forest,you,2026-09-15,in base.csv when the variant system was built
Cyvb-pxnz,valv,evolve,you,2026-09-15,in base.csv when the variant system was built
hdlk-wcjz,vord,avoid,you,2026-09-15,in base.csv when the variant system was built
dhbf-cdyb,vorb,ever,you,2026-09-15,in base.csv when the variant system was built
tgbb-fcrk,vork,electron,you,2026-09-15,in base.csv when the variant system was built
glCx-fxsC,volt,volt,you,2026-09-15,in base.csv when the variant system was built
trhz-tmgg,volz,violent,you,2026-09-15,in base.csv when the variant system was built
nhdj-mptg,vutx,entity,you,2026-09-15,in base.csv when the variant system was built
mhhb-rwpj,vust,v sound,you,2026-09-15,in base.csv when the variant system was built
flpf-qpmq,vurf,verify,you,2026-09-15,in base.csv when the variant system was built
wpcl-gxwc,fiqk,even (though),you,2026-09-15,in base.csv when the variant system was built
llkh-mqdy,fent,faint (dizzy),you,2026-09-15,in base.csv when the variant system was built
zdgh-zqqj,fand,fund,you,2026-09-15,in base.csv when the variant system was built
skqx-vCbk,faqk,funk,you,2026-09-15,in base.csv when the variant system was built
nybs-yjct,fast,fast,you,2026-09-15,in base.csv when the variant system was built
lvlz-zjpk,farg,fog,you,2026-09-15,in base.csv when the variant system was built
zqCb-zwlq,fart,fart,you,2026-09-15,in base.csv when the variant system was built
yyhm-khmh,farv,10^24,you,2026-09-15,in base.csv when the variant system was built
ycyf-xzsy,fort,fort,you,2026-09-15,in base.csv when the variant system was built
trfn-ghrz,fork,ant (animal),you,2026-09-15,in base.csv when the variant system was built
ysjl-gzfx,fold,fold,you,2026-09-15,in base.csv when the variant system was built
cdrt-lhrd,funt,photon,you,2026-09-15,in base.csv when the variant system was built
hxvr-mrdc,ximp,shrimp (fish),you,2026-09-15,in base.csv when the variant system was built
kwxj-zdfw,xift,shift,you,2026-09-15,in base.csv when the variant system was built
cmmz-dzpq,xant,ancient,you,2026-09-15,in base.csv when the variant system was built
fxjt-txkw,xask,ask,you,2026-09-15,in base.csv when the variant system was built
bnpd-Cfbx,xarp,x sound,you,2026-09-15,in base.csv when the variant system was built
tcry-xcml,xark,society,you,2026-09-15,in base.csv when the variant system was built
jsgy-wggq,xarz,opposite (anti),you,2026-09-15,in base.csv when the variant system was built
gsgz-ncfq,xort,sure,you,2026-09-15,in base.csv when the variant system was built
nhwx-yhmn,jalf,j sound,you,2026-09-15,in base.csv when the variant system was built
vhbr-jycz,Carv,forever,you,2026-09-15,in base.csv when the variant system was built
Ccnh-wzrm,Cork,large C sound,you,2026-09-15,in base.csv when the variant system was built
xgqz-wlpf,ciqk,think,you,2026-09-15,in base.csv when the variant system was built
syng-yzyc,cets,mole (measurement),you,2026-09-15,in base.csv when the variant system was built
rjky-vdcy,corb,distance (tele-),you,2026-09-15,in base.csv when the variant system was built
Cyxl-jtqv,cutx,tooth,you,2026-09-15,in base.csv when the variant system was built
bkjs-ymkh,yiqk,vowel large I sound,you,2026-09-15,in base.csv when the variant system was built
kjsm-lhyx,yard,yard (measurement),you,2026-09-15,in base.csv when the variant system was built
bzcz-fzmz,york,10^2,you,2026-09-15,in base.csv when the variant system was built
mtmc-dgqd,yust,used to,you,2026-09-15,in base.csv when the variant system was built
hbxn-qwnx,riqk,rhyme,you,2026-09-15,in base.csv when the variant system was built
fqcj-lsdf,ritx,ring (math),you,2026-09-15,in base.csv when the variant system was built
njnk-ypnk,risk,risk,you,2026-09-15,in base.csv when the variant system was built
fwzc-qcvm,rend,french r sound,you,2026-09-15,in base.csv when the variant system was built
rtzj-vzyr,reqk,rank,you,2026-09-15,in base.csv when the variant system was built
lhfc-wjjt,retx,rate (change),you,2026-09-15,in base.csv when the variant system was built
jbjr-kfwC,ramp,r sound,you,2026-09-15,in base.csv when the variant system was built
gtdx-gtww,rant,rant,you,2026-09-15,in base.csv when the variant system was built
fxcd-pwff,ratx,vowel a sound,you,2026-09-15,in base.csv when the variant system was built
gbjC-zxff,rast,rest (remainder),you,2026-09-15,in base.csv when the variant system was built
xrsr-gCbh,rask,reminiscent of (-esque),you,2026-09-15,in base.csv when the variant system was built
hmyf-llwn,raft,raft,you,2026-09-15,in base.csv when the variant system was built
Cqch-lwfv,rond,gnaw,you,2026-09-15,in base.csv when the variant system was built
hzsw-tzwj,rost,past (distance),you,2026-09-15,in base.csv when the variant system was built
rqcs-xcnp,rups,10^39,you,2026-09-15,in base.csv when the variant system was built
kyyg-yksp,rusk,vowel english r sound,you,2026-09-15,in base.csv when the variant system was built
ljxh-zspv,limp,limp,you,2026-09-15,in base.csv when the variant system was built
fCfy-fynj,lint,lint,you,2026-09-15,in base.csv when the variant system was built
xrws-ffhb,list,list,you,2026-09-15,in base.csv when the variant system was built
gqym-bjsd,legz,leg,you,2026-09-15,in base.csv when the variant system was built
nrtj-sjym,ledj,theory,you,2026-09-15,in base.csv when the variant system was built
yysk-nhhw,laqk,wool,you,2026-09-15,in base.csv when the variant system was built
nlmd-ygjd,ladj,l sound,you,2026-09-15,in base.csv when the variant system was built
xhkj-lCnC,laks,lack,you,2026-09-15,in base.csv when the variant system was built
grlh-npyk,last,last,you,2026-09-15,in base.csv when the variant system was built
tygq-ktdr,laft,laugh,you,2026-09-15,in base.csv when the variant system was built
zkbd-lrxv,larg,element,you,2026-09-15,in base.csv when the variant system was built
wddC-lcjs,larp,lepton,you,2026-09-15,in base.csv when the variant system was built
xylw-lzhd,lart,let,you,2026-09-15,in base.csv when the variant system was built
vchl-nrfv,larv,larva,you,2026-09-15,in base.csv when the variant system was built
hzkj-gxxt,lorg,log (diary),you,2026-09-15,in base.csv when the variant system was built
CkmC-wqkj,lurv,leave,you,2026-09-15,in base.csv when the variant system was built
bpkp-svpy,widj,10^45,you,2026-09-15,in base.csv when the variant system was built
ztvv-yjyq,witx,w sound,you,2026-09-15,in base.csv when the variant system was built
qfpz-zxgk,wetx,which,you,2026-09-15,in base.csv when the variant system was built
nfjk-fbpm,wand,wind (coil),you,2026-09-15,in base.csv when the variant system was built
zCrg-Crwk,want,want,you,2026-09-15,in base.csv when the variant system was built
wpcz-CpCg,watx,watch,you,2026-09-15,in base.csv when the variant system was built
glxv-nhtx,warp,vowel large A sound,you,2026-09-15,in base.csv when the variant system was built
nnjb-ldfk,wark,work,you,2026-09-15,in base.csv when the variant system was built
yfpb-zsvb,wald,wild,you,2026-09-15,in base.csv when the variant system was built
lCjc-vspl,worv,weave,you,2026-09-15,in base.csv when the variant system was built
bymt-cwkC,wold,world,you,2026-09-15,in base.csv when the variant system was built
yhhg-bchp,wolf,wolf,you,2026-09-15,in base.csv when the variant system was built
wnvw-zjph,wups,whoops,you,2026-09-15,in base.csv when the variant system was built
pfwc-pxpr,mig,nine,ai,2026-09-15,anneal seed 20260915 steps 80000
vrdz-jbvy,mip,emit,ai,2026-09-15,anneal seed 20260915 steps 80000
hxph-hklC,mif,near,ai,2026-09-15,anneal seed 20260915 steps 80000
tnmx-ydtt,mas,match,ai,2026-09-15,anneal seed 20260915 steps 80000
grhc-kCkb,mom,normal,ai,2026-09-15,anneal seed 20260915 steps 80000
cwdj-mmgb,mur,more,ai,2026-09-15,anneal seed 20260915 steps 80000
gslz-kxmk,neq,me,ai,2026-09-15,anneal seed 20260915 steps 80000
jCcl-tczx,nat,amount,ai,2026-09-15,anneal seed 20260915 steps 80000
wwxw-mbfc,nom,union,ai,2026-09-15,anneal seed 20260915 steps 80000
xqlc-bnCb,giq,original,ai,2026-09-15,anneal seed 20260915 steps 80000
ypgx-ghkt,gig,discrete,ai,2026-09-15,anneal seed 20260915 steps 80000
npxC-mdfd,giv,active,ai,2026-09-15,anneal seed 20260915 steps 80000
stdz-sCgb,gix,diversity,ai,2026-09-15,anneal seed 20260915 steps 80000
Crvy-rcbz,gen,general,ai,2026-09-15,anneal seed 20260915 steps 80000
kvzf-tbzy,geq,confidence,ai,2026-09-15,anneal seed 20260915 steps 80000
tyfr-jllg,geg,ten,ai,2026-09-15,anneal seed 20260915 steps 80000
rcxw-bvwk,gek,disconnect,ai,2026-09-15,anneal seed 20260915 steps 80000
xhrl-wgjk,gef,density,ai,2026-09-15,anneal seed 20260915 steps 80000
xsrl-cvgh,gom,common,ai,2026-09-15,anneal seed 20260915 steps 80000
mlnr-fhkn,gog,border,ai,2026-09-15,anneal seed 20260915 steps 80000
xClt-jnxh,gop,contain,ai,2026-09-15,anneal seed 20260915 steps 80000
bnht-vppp,gos,continuous,ai,2026-09-15,anneal seed 20260915 steps 80000
dgyp-Cftq,gof,confuse,ai,2026-09-15,anneal seed 20260915 steps 80000
vxlf-ymnk,gor,constraint,ai,2026-09-15,anneal seed 20260915 steps 80000
bcbp-wqws,dep,detect,ai,2026-09-15,anneal seed 20260915 steps 80000
qbrc-hdhy,bif,breath,ai,2026-09-15,anneal seed 20260915 steps 80000
Cjyx-nrrl,boq,among,ai,2026-09-15,anneal seed 20260915 steps 80000
dhfj-Cwlz,pix,persist,ai,2026-09-15,anneal seed 20260915 steps 80000
tyql-zzhw,pen,intensity,ai,2026-09-15,anneal seed 20260915 steps 80000
hhwx-hwqm,peg,unpredictable,ai,2026-09-15,anneal seed 20260915 steps 80000
hspk-nrmw,pek,specific,ai,2026-09-15,anneal seed 20260915 steps 80000
frjj-rxvz,pef,absense,ai,2026-09-15,anneal seed 20260915 steps 80000
twvv-hvpd,pex,mesh,ai,2026-09-15,anneal seed 20260915 steps 80000
bmvg-wbwy,pav,passive,ai,2026-09-15,anneal seed 20260915 steps 80000
tmxf-zdpy,pal,power,ai,2026-09-15,anneal seed 20260915 steps 80000
thvq-Cbwq,poq,potential,ai,2026-09-15,anneal seed 20260915 steps 80000
bznm-tzvh,pog,polarity,ai,2026-09-15,anneal seed 20260915 steps 80000
xzdm-mvlk,pos,oppose,ai,2026-09-15,anneal seed 20260915 steps 80000
ycyg-CCjx,pof,possible,ai,2026-09-15,anneal seed 20260915 steps 80000
rjyc-djjt,puk,touching,ai,2026-09-15,anneal seed 20260915 steps 80000
CxCb-xrfd,pur,turn,ai,2026-09-15,anneal seed 20260915 steps 80000
stqh-ymbp,tig,outside,ai,2026-09-15,anneal seed 20260915 steps 80000
ntwv-qjcr,kig,hit,ai,2026-09-15,anneal seed 20260915 steps 80000
yzbj-rtCl,kif,clarify,ai,2026-09-15,anneal seed 20260915 steps 80000
dyth-dmnq,keq,frequency,ai,2026-09-15,anneal seed 20260915 steps 80000
wdbs-fzmt,keb,convert,ai,2026-09-15,anneal seed 20260915 steps 80000
mwxw-wfjp,kad,backward,ai,2026-09-15,anneal seed 20260915 steps 80000
jvhx-qgnc,kas,capacity,ai,2026-09-15,anneal seed 20260915 steps 80000
rdns-gfsr,kog,contact,ai,2026-09-15,anneal seed 20260915 steps 80000
wxzc-hwns,kob,compare,ai,2026-09-15,anneal seed 20260915 steps 80000
Ccsw-hdpj,sak,instance,ai,2026-09-15,anneal seed 20260915 steps 80000
zwgd-llcw,veg,merge,ai,2026-09-15,anneal seed 20260915 steps 80000
rwtj-vrlg,vap,vague,ai,2026-09-15,anneal seed 20260915 steps 80000
jmkn-gnyy,vor,volume,ai,2026-09-15,anneal seed 20260915 steps 80000
xzCg-chww,vur,future,ai,2026-09-15,anneal seed 20260915 steps 80000
cjcm-wfsd,fiq,size,ai,2026-09-15,anneal seed 20260915 steps 80000
jhlt-ybgf,fik,finite,ai,2026-09-15,anneal seed 20260915 steps 80000
cmjj-mdgd,feq,uncertain,ai,2026-09-15,anneal seed 20260915 steps 80000
zgxm-hntr,fex,threshold,ai,2026-09-15,anneal seed 20260915 steps 80000
ygvj-Crtg,feC,other,ai,2026-09-15,anneal seed 20260915 steps 80000
klqC-bqrk,far,balance,ai,2026-09-15,anneal seed 20260915 steps 80000
nwyr-fcht,fal,obstacle,ai,2026-09-15,anneal seed 20260915 steps 80000
ywsy-yChv,fom,form,ai,2026-09-15,anneal seed 20260915 steps 80000
jCzw-wCkk,foq,solution,ai,2026-09-15,anneal seed 20260915 steps 80000
dlwz-pflx,fop,stop,ai,2026-09-15,anneal seed 20260915 steps 80000
hmqd-qxsx,xig,inside,ai,2026-09-15,anneal seed 20260915 steps 80000
sCtp-qcgn,xar,span,ai,2026-09-15,anneal seed 20260915 steps 80000
tCdy-kpkC,yig,leader,ai,2026-09-15,anneal seed 20260915 steps 80000
zrkp-rdcv,yip,capability,ai,2026-09-15,anneal seed 20260915 steps 80000
hnvp-hmkv,yif,line,ai,2026-09-15,anneal seed 20260915 steps 80000
hjcz-zfwj,yen,relation,ai,2026-09-15,anneal seed 20260915 steps 80000
Cxkz-gsvf,yeq,intersection,ai,2026-09-15,anneal seed 20260915 steps 80000
pxCr-glxm,yeg,region,ai,2026-09-15,anneal seed 20260915 steps 80000
wwvl-lhht,yeb,predictable,ai,2026-09-15,anneal seed 20260915 steps 80000
zzwx-bkmn,yep,repel,ai,2026-09-15,anneal seed 20260915 steps 80000
ngfk-rjrb,yek,silence,ai,2026-09-15,anneal seed 20260915 steps 80000
fhmt-rCcr,yes,release,ai,2026-09-15,anneal seed 20260915 steps 80000
pvvp-lzrs,yef,reflect,ai,2026-09-15,anneal seed 20260915 steps 80000
wysd-xynp,yoq,collection,ai,2026-09-15,anneal seed 20260915 steps 80000
tkqh-hvcc,yop,not touching,ai,2026-09-15,anneal seed 20260915 steps 80000
ssyp-rdhp,yof,that,ai,2026-09-15,anneal seed 20260915 steps 80000
bhys-cCgc,yor,uniformity,ai,2026-09-15,anneal seed 20260915 steps 80000
hzps-zqzd,yur,follower,ai,2026-09-15,anneal seed 20260915 steps 80000
ccth-vdhC,rim,limit,ai,2026-09-15,anneal seed 20260915 steps 80000
bjzt-cmcd,riq,orientation,ai,2026-09-15,anneal seed 20260915 steps 80000
fsvr-vlwx,rek,select,ai,2026-09-15,anneal seed 20260915 steps 80000
dkmC-ynsn,rag,attract,ai,2026-09-15,anneal seed 20260915 steps 80000
qhzv-btqy,roq,strong,ai,2026-09-15,anneal seed 20260915 steps 80000
Csqh-tmxh,ruq,true,ai,2026-09-15,anneal seed 20260915 steps 80000
kmCz-hxbv,rut,out,ai,2026-09-15,anneal seed 20260915 steps 80000
hbvr-tsqm,lar,parallel,ai,2026-09-15,anneal seed 20260915 steps 80000
rygv-kChn,lul,recursion,ai,2026-09-15,anneal seed 20260915 steps 80000
swhr-qgxm,wen,sequence,ai,2026-09-15,anneal seed 20260915 steps 80000
qfvf-wsqs,mig,merge,ai,2026-09-15,anneal seed 20260915 steps 80000
Cgdr-cgzf,mon,amount,ai,2026-09-15,anneal seed 20260915 steps 80000
yCws-slcb,nip,finite,ai,2026-09-15,anneal seed 20260915 steps 80000
nnnl-jkyv,nok,disconnect,ai,2026-09-15,anneal seed 20260915 steps 80000
mmcC-vvjc,giq,nine,ai,2026-09-15,anneal seed 20260915 steps 80000
bCbn-rlyq,gig,hit,ai,2026-09-15,anneal seed 20260915 steps 80000
dzqf-rgqj,giv,diversity,ai,2026-09-15,anneal seed 20260915 steps 80000
rhfh-rtCl,gix,discrete,ai,2026-09-15,anneal seed 20260915 steps 80000
xhwh-wybm,gen,density,ai,2026-09-15,anneal seed 20260915 steps 80000
jzps-hdkw,geq,general,ai,2026-09-15,anneal seed 20260915 steps 80000
hnld-tngy,geg,sequence,ai,2026-09-15,anneal seed 20260915 steps 80000
ncrl-sfkr,gek,detect,ai,2026-09-15,anneal seed 20260915 steps 80000
rgqb-qmnl,gef,mesh,ai,2026-09-15,anneal seed 20260915 steps 80000
vccz-ykqC,gog,collection,ai,2026-09-15,anneal seed 20260915 steps 80000
drdj-tcvj,gop,constraint,ai,2026-09-15,anneal seed 20260915 steps 80000
mqww-lrjC,gov,convert,ai,2026-09-15,anneal seed 20260915 steps 80000
rkdm-tbdf,gor,compare,ai,2026-09-15,anneal seed 20260915 steps 80000
qwrx-xxwn,deq,ten,ai,2026-09-15,anneal seed 20260915 steps 80000
ybsv-fjvC,dur,turn,ai,2026-09-15,anneal seed 20260915 steps 80000
bxsd-dcsc,bog,border,ai,2026-09-15,anneal seed 20260915 steps 80000
phzz-lCnq,pig,outside,ai,2026-09-15,anneal seed 20260915 steps 80000
nvbx-shws,piv,passive,ai,2026-09-15,anneal seed 20260915 steps 80000
ztrj-ndlm,pix,size,ai,2026-09-15,anneal seed 20260915 steps 80000
rnrx-yckl,pex,persist,ai,2026-09-15,anneal seed 20260915 steps 80000
jjmw-dssC,pad,span,ai,2026-09-15,anneal seed 20260915 steps 80000
dhvm-pcnn,pap,capacity,ai,2026-09-15,anneal seed 20260915 steps 80000
mbnr-wyrv,pal,polarity,ai,2026-09-15,anneal seed 20260915 steps 80000
fdjz-rfrz,puk,out,ai,2026-09-15,anneal seed 20260915 steps 80000
bpky-xpjr,pur,power,ai,2026-09-15,anneal seed 20260915 steps 80000
jzgm-llck,kig,capability,ai,2026-09-15,anneal seed 20260915 steps 80000
Cvyp-kshc,kif,active,ai,2026-09-15,anneal seed 20260915 steps 80000
dvyg-zkcn,keq,contain,ai,2026-09-15,anneal seed 20260915 steps 80000
ccxh-pgvh,kef,intensity,ai,2026-09-15,anneal seed 20260915 steps 80000
Cvvs-kgvf,kas,continuous,ai,2026-09-15,anneal seed 20260915 steps 80000
vpkl-dmng,fiq,touching,ai,2026-09-15,anneal seed 20260915 steps 80000
bnlc-wkbz,fik,uniformity,ai,2026-09-15,anneal seed 20260915 steps 80000
xftk-kqlg,feq,confidence,ai,2026-09-15,anneal seed 20260915 steps 80000
bnld-mlCf,fex,absense,ai,2026-09-15,anneal seed 20260915 steps 80000
lglw-bdjk,far,parallel,ai,2026-09-15,anneal seed 20260915 steps 80000
nmjk-zcCn,fal,that,ai,2026-09-15,anneal seed 20260915 steps 80000
rfls-pctq,foq,intersection,ai,2026-09-15,anneal seed 20260915 steps 80000
hqpf-zlqn,xar,obstacle,ai,2026-09-15,anneal seed 20260915 steps 80000
ywjj-vpbv,yif,clarify,ai,2026-09-15,anneal seed 20260915 steps 80000
qlnh-vkdv,yen,uncertain,ai,2026-09-15,anneal seed 20260915 steps 80000
pflv-cckd,yeq,line,ai,2026-09-15,anneal seed 20260915 steps 80000
ckbv-sydc,yeg,relation,ai,2026-09-15,anneal seed 20260915 steps 80000
fjct-lbvm,yeb,unpredictable,ai,2026-09-15,anneal seed 20260915 steps 80000
csCk-fkyp,yep,predictable,ai,2026-09-15,anneal seed 20260915 steps 80000
wxkC-lCfg,yek,select,ai,2026-09-15,anneal seed 20260915 steps 80000
gClr-hcdn,yef,frequency,ai,2026-09-15,anneal seed 20260915 steps 80000
nbbm-fsnw,yoq,solution,ai,2026-09-15,anneal seed 20260915 steps 80000
bngn-rlhn,yof,orientation,ai,2026-09-15,anneal seed 20260915 steps 80000
myCy-qhxj,yor,threshold,ai,2026-09-15,anneal seed 20260915 steps 80000
gpvx-fcwx,yur,recursion,ai,2026-09-15,anneal seed 20260915 steps 80000
qdtd-mChl,riq,original,ai,2026-09-15,anneal seed 20260915 steps 80000
kxtg-zxxh,rek,silence,ai,2026-09-15,anneal seed 20260915 steps 80000
ffwd-mvzq,rag,balance,ai,2026-09-15,anneal seed 20260915 steps 80000
zyhy-wfvy,lap,attract,ai,2026-09-15,anneal seed 20260915 steps 80000
fcqx-crcw,lar,normal,ai,2026-09-15,anneal seed 20260915 steps 80000
vbxl-gjrl,weg,region,ai,2026-09-15,anneal seed 20260915 steps 80000
hsbq-bhzl,wep,repel,ai,2026-09-15,anneal seed 20260915 steps 80000
rprf-tmll,wef,reflect,ai,2026-09-15,anneal seed 20260915 steps 80000
grzw-xvkt,wad,vague,ai,2026-09-15,anneal seed 20260915 steps 80000
fhnf-Chnm,wur,follower,ai,2026-09-15,anneal seed 20260915 steps 80000
dmnv-plnl,mif,limit,ai,2026-09-15,anneal seed 20260915 steps 80000
xmhg-fcCj,mom,union,ai,2026-09-15,anneal seed 20260915 steps 80000
lzzr-mvhC,mur,amount,ai,2026-09-15,anneal seed 20260915 steps 80000
nqks-frCd,nef,diversity,ai,2026-09-15,anneal seed 20260915 steps 80000
mycs-Cqfn,nap,orientation,ai,2026-09-15,anneal seed 20260915 steps 80000
wCtv-lkCC,nom,normal,ai,2026-09-15,anneal seed 20260915 steps 80000
vCbz-pnvv,nor,near,ai,2026-09-15,anneal seed 20260915 steps 80000
krgm-bkwx,giq,region,ai,2026-09-15,anneal seed 20260915 steps 80000
qrxs-dnwd,gig,nine,ai,2026-09-15,anneal seed 20260915 steps 80000
fsbb-vfgq,gip,capability,ai,2026-09-15,anneal seed 20260915 steps 80000
cCrb-yjyC,gix,hit,ai,2026-09-15,anneal seed 20260915 steps 80000
cpCs-nxCl,gen,constraint,ai,2026-09-15,anneal seed 20260915 steps 80000
cCCv-dyzd,gep,discrete,ai,2026-09-15,anneal seed 20260915 steps 80000
kfrk-tvgC,gek,density,ai,2026-09-15,anneal seed 20260915 steps 80000
wCsh-gCtc,gog,contain,ai,2026-09-15,anneal seed 20260915 steps 80000
vnbq-tpCt,gop,compare,ai,2026-09-15,anneal seed 20260915 steps 80000
jCvs-nxsn,gof,convert,ai,2026-09-15,anneal seed 20260915 steps 80000
fknx-pghf,gor,border,ai,2026-09-15,anneal seed 20260915 steps 80000
szlx-hsvs,guf,confuse,ai,2026-09-15,anneal seed 20260915 steps 80000
ywsf-cpny,dek,confidence,ai,2026-09-15,anneal seed 20260915 steps 80000
kmgm-lwlp,dar,balance,ai,2026-09-15,anneal seed 20260915 steps 80000
mywC-byjj,doq,continuous,ai,2026-09-15,anneal seed 20260915 steps 80000
