word,shape,onset,vowel,coda
kulp,CVCC,k,u,lp
kult,CVCC,k,u,lt
kulk,CVCC,k,u,lk
kuls,CVCC,k,u,ls
kulz,CVCC,k,u,lz
kulv,CVCC,k,u,lv
kulf,CVCC,k,u,lf
kulc,CVCC,k,u,lc
himp,CVCC,h,i,mp
hind,CVCC,h,i,nd
hint,CVCC,h,i,nt
hiqk,CVCC,h,i,qk
higz,CVCC,h,i,gz
hidz,CVCC,h,i,dz
hidj,CVCC,h,i,dj
hibz,CVCC,h,i,bz
hips,CVCC,h,i,ps
hits,CVCC,h,i,ts
hitx,CVCC,h,i,tx
hiks,CVCC,h,i,ks
hisp,CVCC,h,i,sp
hist,CVCC,h,i,st
hisk,CVCC,h,i,sk
hift,CVCC,h,i,ft
hemp,CVCC,h,e,mp
hend,CVCC,h,e,nd
hent,CVCC,h,e,nt
heqk,CVCC,h,e,qk
hegz,CVCC,h,e,gz
hedz,CVCC,h,e,dz
hedj,CVCC,h,e,dj
hebz,CVCC,h,e,bz
heps,CVCC,h,e,ps
hets,CVCC,h,e,ts
hetx,CVCC,h,e,tx
heks,CVCC,h,e,ks
hesp,CVCC,h,e,sp
hest,CVCC,h,e,st
hesk,CVCC,h,e,sk
heft,CVCC,h,e,ft
hamp,CVCC,h,a,mp
hand,CVCC,h,a,nd
hant,CVCC,h,a,nt
haqk,CVCC,h,a,qk
hagz,CVCC,h,a,gz
hadz,CVCC,h,a,dz
hadj,CVCC,h,a,dj
habz,CVCC,h,a,bz
haps,CVCC,h,a,ps
hats,CVCC,h,a,ts
hatx,CVCC,h,a,tx
haks,CVCC,h,a,ks
hasp,CVCC,h,a,sp
hast,CVCC,h,a,st
hask,CVCC,h,a,sk
haft,CVCC,h,a,ft
harg,CVCC,h,a,rg
hard,CVCC,h,a,rd
harb,CVCC,h,a,rb
harp,CVCC,h,a,rp
hart,CVCC,h,a,rt
hark,CVCC,h,a,rk
hars,CVCC,h,a,rs
harz,CVCC,h,a,rz
harv,CVCC,h,a,rv
harf,CVCC,h,a,rf
hald,CVCC,h,a,ld
halb,CVCC,h,a,lb
halp,CVCC,h,a,lp
halt,CVCC,h,a,lt
halk,CVCC,h,a,lk
hals,CVCC,h,a,ls
halz,CVCC,h,a,lz
halv,CVCC,h,a,lv
half,CVCC,h,a,lf
halc,CVCC,h,a,lc
homp,CVCC,h,o,mp
hond,CVCC,h,o,nd
hont,CVCC,h,o,nt
hoqk,CVCC,h,o,qk
hogz,CVCC,h,o,gz
hodz,CVCC,h,o,dz
hodj,CVCC,h,o,dj
hobz,CVCC,h,o,bz
hops,CVCC,h,o,ps
hots,CVCC,h,o,ts
hotx,CVCC,h,o,tx
hoks,CVCC,h,o,ks
hosp,CVCC,h,o,sp
host,CVCC,h,o,st
hosk,CVCC,h,o,sk
hoft,CVCC,h,o,ft
horg,CVCC,h,o,rg
hord,CVCC,h,o,rd
horb,CVCC,h,o,rb
horp,CVCC,h,o,rp
hort,CVCC,h,o,rt
hork,CVCC,h,o,rk
hors,CVCC,h,o,rs
horz,CVCC,h,o,rz
horv,CVCC,h,o,rv
horf,CVCC,h,o,rf
hold,CVCC,h,o,ld
holb,CVCC,h,o,lb
holp,CVCC,h,o,lp
holt,CVCC,h,o,lt
holk,CVCC,h,o,lk
hols,CVCC,h,o,ls
holz,CVCC,h,o,lz
holv,CVCC,h,o,lv
holf,CVCC,h,o,lf
holc,CVCC,h,o,lc
hump,CVCC,h,u,mp
hund,CVCC,h,u,nd
hunt,CVCC,h,u,nt
huqk,CVCC,h,u,qk
hugz,CVCC,h,u,gz
hudz,CVCC,h,u,dz
hudj,CVCC,h,u,dj
hubz,CVCC,h,u,bz
hups,CVCC,h,u,ps
huts,CVCC,h,u,ts
hutx,CVCC,h,u,tx
huks,CVCC,h,u,ks
husp,CVCC,h,u,sp
hust,CVCC,h,u,st
husk,CVCC,h,u,sk
huft,CVCC,h,u,ft
hurg,CVCC,h,u,rg
hurd,CVCC,h,u,rd
hurb,CVCC,h,u,rb
hurp,CVCC,h,u,rp
hurt,CVCC,h,u,rt
hurk,CVCC,h,u,rk
hurs,CVCC,h,u,rs
hurz,CVCC,h,u,rz
hurv,CVCC,h,u,rv
hurf,CVCC,h,u,rf
huld,CVCC,h,u,ld
hulb,CVCC,h,u,lb
hulp,CVCC,h,u,lp
hult,CVCC,h,u,lt
hulk,CVCC,h,u,lk
huls,CVCC,h,u,ls
hulz,CVCC,h,u,lz
hulv,CVCC,h,u,lv
hulf,CVCC,h,u,lf
hulc,CVCC,h,u,lc
simp,CVCC,s,i,mp
sind,CVCC,s,i,nd
sint,CVCC,s,i,nt
siqk,CVCC,s,i,qk
sigz,CVCC,s,i,gz
sidz,CVCC,s,i,dz
sidj,CVCC,s,i,dj
sibz,CVCC,s,i,bz
sips,CVCC,s,i,ps
sits,CVCC,s,i,ts
sitx,CVCC,s,i,tx
siks,CVCC,s,i,ks
sisp,CVCC,s,i,sp
sist,CVCC,s,i,st
sisk,CVCC,s,i,sk
sift,CVCC,s,i,ft
semp,CVCC,s,e,mp
send,CVCC,s,e,nd
sent,CVCC,s,e,nt
seqk,CVCC,s,e,qk
segz,CVCC,s,e,gz
sedz,CVCC,s,e,dz
sedj,CVCC,s,e,dj
sebz,CVCC,s,e,bz
seps,CVCC,s,e,ps
sets,CVCC,s,e,ts
setx,CVCC,s,e,tx
seks,CVCC,s,e,ks
sesp,CVCC,s,e,sp
sest,CVCC,s,e,st
sesk,CVCC,s,e,sk
seft,CVCC,s,e,ft
samp,CVCC,s,a,mp
sand,CVCC,s,a,nd
sant,CVCC,s,a,nt
saqk,CVCC,s,a,qk
sagz,CVCC,s,a,gz
sadz,CVCC,s,a,dz
sadj,CVCC,s,a,dj
sabz,CVCC,s,a,bz
saps,CVCC,s,a,ps
sats,CVCC,s,a,ts
satx,CVCC,s,a,tx
saks,CVCC,s,a,ks
sasp,CVCC,s,a,sp
sast,CVCC,s,a,st
sask,CVCC,s,a,sk
saft,CVCC,s,a,ft
sarg,CVCC,s,a,rg
sard,CVCC,s,a,rd
sarb,CVCC,s,a,rb
sarp,CVCC,s,a,rp
sart,CVCC,s,a,rt
sark,CVCC,s,a,rk
sars,CVCC,s,a,rs
sarz,CVCC,s,a,rz
sarv,CVCC,s,a,rv
sarf,CVCC,s,a,rf
sald,CVCC,s,a,ld
salb,CVCC,s,a,lb
salp,CVCC,s,a,lp
salt,CVCC,s,a,lt
salk,CVCC,s,a,lk
sals,CVCC,s,a,ls
salz,CVCC,s,a,lz
salv,CVCC,s,a,lv
salf,CVCC,s,a,lf
salc,CVCC,s,a,lc
somp,CVCC,s,o,mp
sond,CVCC,s,o,nd
sont,CVCC,s,o,nt
soqk,CVCC,s,o,qk
sogz,CVCC,s,o,gz
sodz,CVCC,s,o,dz
sodj,CVCC,s,o,dj
sobz,CVCC,s,o,bz
sops,CVCC,s,o,ps
sots,CVCC,s,o,ts
sotx,CVCC,s,o,tx
soks,CVCC,s,o,ks
sosp,CVCC,s,o,sp
sost,CVCC,s,o,st
sosk,CVCC,s,o,sk
soft,CVCC,s,o,ft
sorg,CVCC,s,o,rg
sord,CVCC,s,o,rd
sorb,CVCC,s,o,rb
sorp,CVCC,s,o,rp
sort,CVCC,s,o,rt
sork,CVCC,s,o,rk
sors,CVCC,s,o,rs
sorz,CVCC,s,o,rz
sorv,CVCC,s,o,rv
sorf,CVCC,s,o,rf
sold,CVCC,s,o,ld
solb,CVCC,s,o,lb
solp,CVCC,s,o,lp
solt,CVCC,s,o,lt
solk,CVCC,s,o,lk
sols,CVCC,s,o,ls
solz,CVCC,s,o,lz
solv,CVCC,s,o,lv
solf,CVCC,s,o,lf
solc,CVCC,s,o,lc
sump,CVCC,s,u,mp
sund,CVCC,s,u,nd
sunt,CVCC,s,u,nt
suqk,CVCC,s,u,qk
sugz,CVCC,s,u,gz
sudz,CVCC,s,u,dz
sudj,CVCC,s,u,dj
subz,CVCC,s,u,bz
sups,CVCC,s,u,ps
suts,CVCC,s,u,ts
sutx,CVCC,s,u,tx
suks,CVCC,s,u,ks
susp,CVCC,s,u,sp
sust,CVCC,s,u,st
susk,CVCC,s,u,sk
suft,CVCC,s,u,ft
surg,CVCC,s,u,rg
surd,CVCC,s,u,rd
surb,CVCC,s,u,rb
surp,CVCC,s,u,rp
surt,CVCC,s,u,rt
surk,CVCC,s,u,rk
surs,CVCC,s,u,rs
surz,CVCC,s,u,rz
surv,CVCC,s,u,rv
surf,CVCC,s,u,rf
suld,CVCC,s,u,ld
sulb,CVCC,s,u,lb
sulp,CVCC,s,u,lp
sult,CVCC,s,u,lt
sulk,CVCC,s,u,lk
suls,CVCC,s,u,ls
sulz,CVCC,s,u,lz
sulv,CVCC,s,u,lv
sulf,CVCC,s,u,lf
sulc,CVCC,s,u,lc
zimp,CVCC,z,i,mp
zind,CVCC,z,i,nd
zint,CVCC,z,i,nt
ziqk,CVCC,z,i,qk
zigz,CVCC,z,i,gz
zidz,CVCC,z,i,dz
zidj,CVCC,z,i,dj
zibz,CVCC,z,i,bz
zips,CVCC,z,i,ps
zits,CVCC,z,i,ts
zitx,CVCC,z,i,tx
ziks,CVCC,z,i,ks
zisp,CVCC,z,i,sp
zist,CVCC,z,i,st
zisk,CVCC,z,i,sk
zift,CVCC,z,i,ft
zemp,CVCC,z,e,mp
zend,CVCC,z,e,nd
zent,CVCC,z,e,nt
zeqk,CVCC,z,e,qk
zegz,CVCC,z,e,gz
zedz,CVCC,z,e,dz
zedj,CVCC,z,e,dj
zebz,CVCC,z,e,bz
zeps,CVCC,z,e,ps
zets,CVCC,z,e,ts
zetx,CVCC,z,e,tx
zeks,CVCC,z,e,ks
zesp,CVCC,z,e,sp
zest,CVCC,z,e,st
zesk,CVCC,z,e,sk
zeft,CVCC,z,e,ft
zamp,CVCC,z,a,mp
zand,CVCC,z,a,nd
zant,CVCC,z,a,nt
zaqk,CVCC,z,a,qk
zagz,CVCC,z,a,gz
zadz,CVCC,z,a,dz
zadj,CVCC,z,a,dj
zabz,CVCC,z,a,bz
zaps,CVCC,z,a,ps
zats,CVCC,z,a,ts
zatx,CVCC,z,a,tx
zaks,CVCC,z,a,ks
zasp,CVCC,z,a,sp
zast,CVCC,z,a,st
zask,CVCC,z,a,sk
zaft,CVCC,z,a,ft
zarg,CVCC,z,a,rg
zard,CVCC,z,a,rd
zarb,CVCC,z,a,rb
zarp,CVCC,z,a,rp
zart,CVCC,z,a,rt
zark,CVCC,z,a,rk
zars,CVCC,z,a,rs
zarz,CVCC,z,a,rz
zarv,CVCC,z,a,rv
zarf,CVCC,z,a,rf
zald,CVCC,z,a,ld
zalb,CVCC,z,a,lb
zalp,CVCC,z,a,lp
zalt,CVCC,z,a,lt
zalk,CVCC,z,a,lk
zals,CVCC,z,a,ls
zalz,CVCC,z,a,lz
zalv,CVCC,z,a,lv
zalf,CVCC,z,a,lf
zalc,CVCC,z,a,lc
zomp,CVCC,z,o,mp
zond,CVCC,z,o,nd
zont,CVCC,z,o,nt
zoqk,CVCC,z,o,qk
zogz,CVCC,z,o,gz
zodz,CVCC,z,o,dz
zodj,CVCC,z,o,dj
zobz,CVCC,z,o,bz
zops,CVCC,z,o,ps
zots,CVCC,z,o,ts
zotx,CVCC,z,o,tx
zoks,CVCC,z,o,ks
zosp,CVCC,z,o,sp
zost,CVCC,z,o,st
zosk,CVCC,z,o,sk
zoft,CVCC,z,o,ft
zorg,CVCC,z,o,rg
zord,CVCC,z,o,rd
zorb,CVCC,z,o,rb
zorp,CVCC,z,o,rp
zort,CVCC,z,o,rt
zork,CVCC,z,o,rk
zors,CVCC,z,o,rs
zorz,CVCC,z,o,rz
zorv,CVCC,z,o,rv
zorf,CVCC,z,o,rf
zold,CVCC,z,o,ld
zolb,CVCC,z,o,lb
zolp,CVCC,z,o,lp
zolt,CVCC,z,o,lt
zolk,CVCC,z,o,lk
zols,CVCC,z,o,ls
zolz,CVCC,z,o,lz
zolv,CVCC,z,o,lv
zolf,CVCC,z,o,lf
zolc,CVCC,z,o,lc
zump,CVCC,z,u,mp
zund,CVCC,z,u,nd
zunt,CVCC,z,u,nt
zuqk,CVCC,z,u,qk
zugz,CVCC,z,u,gz
zudz,CVCC,z,u,dz
zudj,CVCC,z,u,dj
zubz,CVCC,z,u,bz
zups,CVCC,z,u,ps
zuts,CVCC,z,u,ts
zutx,CVCC,z,u,tx
zuks,CVCC,z,u,ks
zusp,CVCC,z,u,sp
zust,CVCC,z,u,st
zusk,CVCC,z,u,sk
zuft,CVCC,z,u,ft
zurg,CVCC,z,u,rg
zurd,CVCC,z,u,rd
zurb,CVCC,z,u,rb
zurp,CVCC,z,u,rp
zurt,CVCC,z,u,rt
zurk,CVCC,z,u,rk
zurs,CVCC,z,u,rs
zurz,CVCC,z,u,rz
zurv,CVCC,z,u,rv
zurf,CVCC,z,u,rf
zuld,CVCC,z,u,ld
zulb,CVCC,z,u,lb
zulp,CVCC,z,u,lp
zult,CVCC,z,u,lt
zulk,CVCC,z,u,lk
zuls,CVCC,z,u,ls
zulz,CVCC,z,u,lz
zulv,CVCC,z,u,lv
zulf,CVCC,z,u,lf
zulc,CVCC,z,u,lc
vimp,CVCC,v,i,mp
vind,CVCC,v,i,nd
vint,CVCC,v,i,nt
viqk,CVCC,v,i,qk
vigz,CVCC,v,i,gz
vidz,CVCC,v,i,dz
vidj,CVCC,v,i,dj
vibz,CVCC,v,i,bz
vips,CVCC,v,i,ps
vits,CVCC,v,i,ts
vitx,CVCC,v,i,tx
viks,CVCC,v,i,ks
visp,CVCC,v,i,sp
vist,CVCC,v,i,st
visk,CVCC,v,i,sk
vift,CVCC,v,i,ft
vemp,CVCC,v,e,mp
vend,CVCC,v,e,nd
vent,CVCC,v,e,nt
veqk,CVCC,v,e,qk
vegz,CVCC,v,e,gz
vedz,CVCC,v,e,dz
vedj,CVCC,v,e,dj
vebz,CVCC,v,e,bz
veps,CVCC,v,e,ps
vets,CVCC,v,e,ts
vetx,CVCC,v,e,tx
veks,CVCC,v,e,ks
vesp,CVCC,v,e,sp
vest,CVCC,v,e,st
vesk,CVCC,v,e,sk
veft,CVCC,v,e,ft
vamp,CVCC,v,a,mp
vand,CVCC,v,a,nd
vant,CVCC,v,a,nt
vaqk,CVCC,v,a,qk
vagz,CVCC,v,a,gz
vadz,CVCC,v,a,dz
vadj,CVCC,v,a,dj
vabz,CVCC,v,a,bz
vaps,CVCC,v,a,ps
vats,CVCC,v,a,ts
vatx,CVCC,v,a,tx
vaks,CVCC,v,a,ks
vasp,CVCC,v,a,sp
vast,CVCC,v,a,st
vask,CVCC,v,a,sk
vaft,CVCC,v,a,ft
varg,CVCC,v,a,rg
vard,CVCC,v,a,rd
varb,CVCC,v,a,rb
varp,CVCC,v,a,rp
vart,CVCC,v,a,rt
vark,CVCC,v,a,rk
vars,CVCC,v,a,rs
varz,CVCC,v,a,rz
varv,CVCC,v,a,rv
varf,CVCC,v,a,rf
vald,CVCC,v,a,ld
valb,CVCC,v,a,lb
valp,CVCC,v,a,lp
valt,CVCC,v,a,lt
valk,CVCC,v,a,lk
vals,CVCC,v,a,ls
valz,CVCC,v,a,lz
valv,CVCC,v,a,lv
valf,CVCC,v,a,lf
valc,CVCC,v,a,lc
vomp,CVCC,v,o,mp
vond,CVCC,v,o,nd
vont,CVCC,v,o,nt
voqk,CVCC,v,o,qk
vogz,CVCC,v,o,gz
vodz,CVCC,v,o,dz
vodj,CVCC,v,o,dj
vobz,CVCC,v,o,bz
vops,CVCC,v,o,ps
vots,CVCC,v,o,ts
votx,CVCC,v,o,tx
voks,CVCC,v,o,ks
vosp,CVCC,v,o,sp
vost,CVCC,v,o,st
vosk,CVCC,v,o,sk
voft,CVCC,v,o,ft
vorg,CVCC,v,o,rg
vord,CVCC,v,o,rd
vorb,CVCC,v,o,rb
vorp,CVCC,v,o,rp
vort,CVCC,v,o,rt
vork,CVCC,v,o,rk
vors,CVCC,v,o,rs
vorz,CVCC,v,o,rz
vorv,CVCC,v,o,rv
vorf,CVCC,v,o,rf
vold,CVCC,v,o,ld
volb,CVCC,v,o,lb
volp,CVCC,v,o,lp
volt,CVCC,v,o,lt
volk,CVCC,v,o,lk
vols,CVCC,v,o,ls
volz,CVCC,v,o,lz
volv,CVCC,v,o,lv
volf,CVCC,v,o,lf
volc,CVCC,v,o,lc
vump,CVCC,v,u,mp
vund,CVCC,v,u,nd
vunt,CVCC,v,u,nt
vuqk,CVCC,v,u,qk
vugz,CVCC,v,u,gz
vudz,CVCC,v,u,dz
vudj,CVCC,v,u,dj
vubz,CVCC,v,u,bz
vups,CVCC,v,u,ps
vuts,CVCC,v,u,ts
vutx,CVCC,v,u,tx
vuks,CVCC,v,u,ks
vusp,CVCC,v,u,sp
vust,CVCC,v,u,st
vusk,CVCC,v,u,sk
vuft,CVCC,v,u,ft
vurg,CVCC,v,u,rg
vurd,CVCC,v,u,rd
vurb,CVCC,v,u,rb
vurp,CVCC,v,u,rp
vurt,CVCC,v,u,rt
vurk,CVCC,v,u,rk
vurs,CVCC,v,u,rs
vurz,CVCC,v,u,rz
vurv,CVCC,v,u,rv
vurf,CVCC,v,u,rf
vuld,CVCC,v,u,ld
vulb,CVCC,v,u,lb
vulp,CVCC,v,u,lp
vult,CVCC,v,u,lt
vulk,CVCC,v,u,lk
vuls,CVCC,v,u,ls
vulz,CVCC,v,u,lz
vulv,CVCC,v,u,lv
vulf,CVCC,v,u,lf
vulc,CVCC,v,u,lc
fimp,CVCC,f,i,mp
find,CVCC,f,i,nd
fint,CVCC,f,i,nt
fiqk,CVCC,f,i,qk
figz,CVCC,f,i,gz
fidz,CVCC,f,i,dz
fidj,CVCC,f,i,dj
fibz,CVCC,f,i,bz
fips,CVCC,f,i,ps
fits,CVCC,f,i,ts
fitx,CVCC,f,i,tx
fiks,CVCC,f,i,ks
fisp,CVCC,f,i,sp
fist,CVCC,f,i,st
fisk,CVCC,f,i,sk
fift,CVCC,f,i,ft
femp,CVCC,f,e,mp
fend,CVCC,f,e,nd
fent,CVCC,f,e,nt
feqk,CVCC,f,e,qk
fegz,CVCC,f,e,gz
fedz,CVCC,f,e,dz
fedj,CVCC,f,e,dj
febz,CVCC,f,e,bz
feps,CVCC,f,e,ps
fets,CVCC,f,e,ts
fetx,CVCC,f,e,tx
feks,CVCC,f,e,ks
fesp,CVCC,f,e,sp
fest,CVCC,f,e,st
fesk,CVCC,f,e,sk
feft,CVCC,f,e,ft
famp,CVCC,f,a,mp
fand,CVCC,f,a,nd
fant,CVCC,f,a,nt
faqk,CVCC,f,a,qk
fagz,CVCC,f,a,gz
fadz,CVCC,f,a,dz
fadj,CVCC,f,a,dj
fabz,CVCC,f,a,bz
faps,CVCC,f,a,ps
fats,CVCC,f,a,ts
fatx,CVCC,f,a,tx
faks,CVCC,f,a,ks
fasp,CVCC,f,a,sp
fast,CVCC,f,a,st
fask,CVCC,f,a,sk
faft,CVCC,f,a,ft
farg,CVCC,f,a,rg
fard,CVCC,f,a,rd
farb,CVCC,f,a,rb
farp,CVCC,f,a,rp
fart,CVCC,f,a,rt
fark,CVCC,f,a,rk
fars,CVCC,f,a,rs
farz,CVCC,f,a,rz
farv,CVCC,f,a,rv
farf,CVCC,f,a,rf
fald,CVCC,f,a,ld
falb,CVCC,f,a,lb
falp,CVCC,f,a,lp
falt,CVCC,f,a,lt
falk,CVCC,f,a,lk
fals,CVCC,f,a,ls
falz,CVCC,f,a,lz
falv,CVCC,f,a,lv
falf,CVCC,f,a,lf
falc,CVCC,f,a,lc
fomp,CVCC,f,o,mp
fond,CVCC,f,o,nd
font,CVCC,f,o,nt
foqk,CVCC,f,o,qk
fogz,CVCC,f,o,gz
fodz,CVCC,f,o,dz
fodj,CVCC,f,o,dj
fobz,CVCC,f,o,bz
fops,CVCC,f,o,ps
fots,CVCC,f,o,ts
fotx,CVCC,f,o,tx
foks,CVCC,f,o,ks
fosp,CVCC,f,o,sp
fost,CVCC,f,o,st
fosk,CVCC,f,o,sk
foft,CVCC,f,o,ft
forg,CVCC,f,o,rg
ford,CVCC,f,o,rd
forb,CVCC,f,o,rb
forp,CVCC,f,o,rp
fort,CVCC,f,o,rt
fork,CVCC,f,o,rk
fors,CVCC,f,o,rs
forz,CVCC,f,o,rz
forv,CVCC,f,o,rv
forf,CVCC,f,o,rf
fold,CVCC,f,o,ld
folb,CVCC,f,o,lb
folp,CVCC,f,o,lp
folt,CVCC,f,o,lt
folk,CVCC,f,o,lk
fols,CVCC,f,o,ls
folz,CVCC,f,o,lz
folv,CVCC,f,o,lv
folf,CVCC,f,o,lf
folc,CVCC,f,o,lc
fump,CVCC,f,u,mp
fund,CVCC,f,u,nd
funt,CVCC,f,u,nt
fuqk,CVCC,f,u,qk
fugz,CVCC,f,u,gz
fudz,CVCC,f,u,dz
fudj,CVCC,f,u,dj
fubz,CVCC,f,u,bz
fups,CVCC,f,u,ps
futs,CVCC,f,u,ts
futx,CVCC,f,u,tx
fuks,CVCC,f,u,ks
fusp,CVCC,f,u,sp
fust,CVCC,f,u,st
fusk,CVCC,f,u,sk
fuft,CVCC,f,u,ft
furg,CVCC,f,u,rg
furd,CVCC,f,u,rd
furb,CVCC,f,u,rb
furp,CVCC,f,u,rp
furt,CVCC,f,u,rt
furk,CVCC,f,u,rk
furs,CVCC,f,u,rs
furz,CVCC,f,u,rz
furv,CVCC,f,u,rv
furf,CVCC,f,u,rf
fuld,CVCC,f,u,ld
fulb,CVCC,f,u,lb
fulp,CVCC,f,u,lp
fult,CVCC,f,u,lt
fulk,CVCC,f,u,lk
fuls,CVCC,f,u,ls
fulz,CVCC,f,u,lz
fulv,CVCC,f,u,lv
fulf,CVCC,f,u,lf
fulc,CVCC,f,u,lc
ximp,CVCC,x,i,mp
xind,CVCC,x,i,nd
xint,CVCC,x,i,nt
xiqk,CVCC,x,i,qk
xigz,CVCC,x,i,gz
xidz,CVCC,x,i,dz
xidj,CVCC,x,i,dj
xibz,CVCC,x,i,bz
xips,CVCC,x,i,ps
xits,CVCC,x,i,ts
xitx,CVCC,x,i,tx
xiks,CVCC,x,i,ks
xisp,CVCC,x,i,sp
xist,CVCC,x,i,st
xisk,CVCC,x,i,sk
xift,CVCC,x,i,ft
xemp,CVCC,x,e,mp
xend,CVCC,x,e,nd
xent,CVCC,x,e,nt
xeqk,CVCC,x,e,qk
xegz,CVCC,x,e,gz
xedz,CVCC,x,e,dz
xedj,CVCC,x,e,dj
xebz,CVCC,x,e,bz
xeps,CVCC,x,e,ps
xets,CVCC,x,e,ts
xetx,CVCC,x,e,tx
xeks,CVCC,x,e,ks
xesp,CVCC,x,e,sp
xest,CVCC,x,e,st
xesk,CVCC,x,e,sk
xeft,CVCC,x,e,ft
xamp,CVCC,x,a,mp
xand,CVCC,x,a,nd
xant,CVCC,x,a,nt
xaqk,CVCC,x,a,qk
xagz,CVCC,x,a,gz
xadz,CVCC,x,a,dz
xadj,CVCC,x,a,dj
xabz,CVCC,x,a,bz
xaps,CVCC,x,a,ps
xats,CVCC,x,a,ts
xatx,CVCC,x,a,tx
xaks,CVCC,x,a,ks
xasp,CVCC,x,a,sp
xast,CVCC,x,a,st
xask,CVCC,x,a,sk
xaft,CVCC,x,a,ft
xarg,CVCC,x,a,rg
xard,CVCC,x,a,rd
xarb,CVCC,x,a,rb
xarp,CVCC,x,a,rp
xart,CVCC,x,a,rt
xark,CVCC,x,a,rk
xars,CVCC,x,a,rs
xarz,CVCC,x,a,rz
xarv,CVCC,x,a,rv
xarf,CVCC,x,a,rf
xald,CVCC,x,a,ld
xalb,CVCC,x,a,lb
xalp,CVCC,x,a,lp
xalt,CVCC,x,a,lt
xalk,CVCC,x,a,lk
xals,CVCC,x,a,ls
xalz,CVCC,x,a,lz
xalv,CVCC,x,a,lv
xalf,CVCC,x,a,lf
xalc,CVCC,x,a,lc
xomp,CVCC,x,o,mp
xond,CVCC,x,o,nd
xont,CVCC,x,o,nt
xoqk,CVCC,x,o,qk
xogz,CVCC,x,o,gz
xodz,CVCC,x,o,dz
xodj,CVCC,x,o,dj
xobz,CVCC,x,o,bz
xops,CVCC,x,o,ps
xots,CVCC,x,o,ts
xotx,CVCC,x,o,tx
xoks,CVCC,x,o,ks
xosp,CVCC,x,o,sp
xost,CVCC,x,o,st
xosk,CVCC,x,o,sk
xoft,CVCC,x,o,ft
xorg,CVCC,x,o,rg
xord,CVCC,x,o,rd
xorb,CVCC,x,o,rb
xorp,CVCC,x,o,rp
xort,CVCC,x,o,rt
xork,CVCC,x,o,rk
xors,CVCC,x,o,rs
xorz,CVCC,x,o,rz
xorv,CVCC,x,o,rv
xorf,CVCC,x,o,rf
xold,CVCC,x,o,ld
xolb,CVCC,x,o,lb
xolp,CVCC,x,o,lp
xolt,CVCC,x,o,lt
xolk,CVCC,x,o,lk
xols,CVCC,x,o,ls
xolz,CVCC,x,o,lz
xolv,CVCC,x,o,lv
xolf,CVCC,x,o,lf
xolc,CVCC,x,o,lc
xump,CVCC,x,u,mp
xund,CVCC,x,u,nd
xunt,CVCC,x,u,nt
xuqk,CVCC,x,u,qk
xugz,CVCC,x,u,gz
xudz,CVCC,x,u,dz
xudj,CVCC,x,u,dj
xubz,CVCC,x,u,bz
xups,CVCC,x,u,ps
xuts,CVCC,x,u,ts
xutx,CVCC,x,u,tx
xuks,CVCC,x,u,ks
xusp,CVCC,x,u,sp
xust,CVCC,x,u,st
xusk,CVCC,x,u,sk
xuft,CVCC,x,u,ft
xurg,CVCC,x,u,rg
xurd,CVCC,x,u,rd
xurb,CVCC,x,u,rb
xurp,CVCC,x,u,rp
xurt,CVCC,x,u,rt
xurk,CVCC,x,u,rk
xurs,CVCC,x,u,rs
xurz,CVCC,x,u,rz
xurv,CVCC,x,u,rv
xurf,CVCC,x,u,rf
xuld,CVCC,x,u,ld
xulb,CVCC,x,u,lb
xulp,CVCC,x,u,lp
xult,CVCC,x,u,lt
xulk,CVCC,x,u,lk
xuls,CVCC,x,u,ls
xulz,CVCC,x,u,lz
xulv,CVCC,x,u,lv
xulf,CVCC,x,u,lf
xulc,CVCC,x,u,lc
jimp,CVCC,j,i,mp
jind,CVCC,j,i,nd
jint,CVCC,j,i,nt
jiqk,CVCC,j,i,qk
jigz,CVCC,j,i,gz
jidz,CVCC,j,i,dz
jidj,CVCC,j,i,dj
jibz,CVCC,j,i,bz
jips,CVCC,j,i,ps
jits,CVCC,j,i,ts
jitx,CVCC,j,i,tx
jiks,CVCC,j,i,ks
jisp,CVCC,j,i,sp
jist,CVCC,j,i,st
jisk,CVCC,j,i,sk
jift,CVCC,j,i,ft
jemp,CVCC,j,e,mp
jend,CVCC,j,e,nd
jent,CVCC,j,e,nt
jeqk,CVCC,j,e,qk
jegz,CVCC,j,e,gz
jedz,CVCC,j,e,dz
jedj,CVCC,j,e,dj
jebz,CVCC,j,e,bz
jeps,CVCC,j,e,ps
jets,CVCC,j,e,ts
jetx,CVCC,j,e,tx
jeks,CVCC,j,e,ks
jesp,CVCC,j,e,sp
jest,CVCC,j,e,st
jesk,CVCC,j,e,sk
jeft,CVCC,j,e,ft
jamp,CVCC,j,a,mp
jand,CVCC,j,a,nd
jant,CVCC,j,a,nt
jaqk,CVCC,j,a,qk
jagz,CVCC,j,a,gz
jadz,CVCC,j,a,dz
jadj,CVCC,j,a,dj
jabz,CVCC,j,a,bz
japs,CVCC,j,a,ps
jats,CVCC,j,a,ts
jatx,CVCC,j,a,tx
jaks,CVCC,j,a,ks
jasp,CVCC,j,a,sp
jast,CVCC,j,a,st
jask,CVCC,j,a,sk
jaft,CVCC,j,a,ft
jarg,CVCC,j,a,rg
jard,CVCC,j,a,rd
jarb,CVCC,j,a,rb
jarp,CVCC,j,a,rp
jart,CVCC,j,a,rt
