cluster,difficulty,simplified,simplified_difficulty,changed,source,candidate_count
lzm,3,lm,0,true,end+c,3
lzn,5,ln,2,true,end+c,3
lzp,5,lp,1,true,end+c,3
lzq,99,lz,1,true,end+c,1
lzr,4,zr,1,true,end+c,3
lzs,7,ls,1,true,end+c,3
lzt,5,lt,0,true,end+c,3
lzv,7,lv,0,true,end+c,3
lzx,9,lx,0,true,end+c,3
mp,0,mp,0,false,end+c,0
mpb,9,mb,0,true,end+c,3
mpd,6,md,2,true,end+c,3
mpf,5,mf,2,true,end+c,3
mpfb,10,mb,0,true,end+c,9
mpfd,7,md,2,true,end+c,10
mpfg,8,mg,2,true,end+c,10
mpfj,12,mj,0,true,end+c,10
mpfk,6,fk,1,true,end+c,10
mpfl,5,ml,0,true,end+c,10
mpfm,12,pm,0,true,end+c,8
mpfn,5,pfn,2,true,end+c,9
mpfp,8,mp,0,true,end+c,7
mpfq,99,pf,0,true,end+c,4
mpfr,5,mr,0,true,end+c,10
mpfs,7,ms,0,true,end+c,10
mpft,5,ft,0,true,end+c,10
mpfv,12,mv,2,true,end+c,8
mpfx,9,mx,0,true,end+c,10
mpfz,9,mz,0,true,end+c,10
mpg,6,mg,2,true,end+c,3
mpj,10,mj,0,true,end+c,3
mpk,4,mk,2,true,end+c,3
mpl,2,mpl,2,false,end+c,3
mpm,7,pm,0,true,end+c,2
mpn,2,mpn,2,false,end+c,3
mpq,99,mp,0,true,end+c,1
mpr,2,mpr,2,false,end+c,3
mps,3,ms,0,true,end+c,3
mpsb,9,mb,0,true,end+c,9
mpsd,8,md,2,true,end+c,10
mpsf,9,mf,2,true,end+c,10
mpsg,8,mg,2,true,end+c,10
mpsj,13,mj,0,true,end+c,10
mpsk,6,sk,0,true,end+c,10
mpsl,7,ml,0,true,end+c,10
mpsm,9,pm,0,true,end+c,8
mpsn,8,pn,0,true,end+c,9
mpsp,7,mp,0,true,end+c,7
mpsq,99,mp,0,true,end+c,4
mpsr,7,mr,0,true,end+c,10
mpst,6,st,0,true,end+c,10
mpsv,11,mv,2,true,end+c,10
mpsx,10,mx,0,true,end+c,10
mpsz,10,mz,0,true,end+c,8
mpt,4,mt,2,true,end+c,3
mpv,7,mv,2,true,end+c,3
mpx,7,mx,0,true,end+c,3
mpz,5,mz,0,true,end+c,3
nd,0,nd,0,false,end+c,0
ndb,6,nb,2,true,end+c,3
ndf,6,nf,0,true,end+c,3
ndg,6,ng,2,true,end+c,3
ndj,5,nj,0,true,end+c,3
ndk,6,nk,2,true,end+c,3
ndl,2,ndl,2,false,end+c,3
ndm,2,ndm,2,false,end+c,3
ndn,7,dn,0,true,end+c,2
ndp,6,np,2,true,end+c,3
ndq,99,nd,0,true,end+c,1
ndr,2,ndr,2,false,end+c,3
nds,7,ns,2,true,end+c,3
ndt,9,nt,0,true,end+c,3
ndv,6,nv,0,true,end+c,3
ndx,8,nx,0,true,end+c,3
ndz,5,dz,0,true,end+c,3
ndzb,7,nb,2,true,end+c,10
ndzd,10,nd,0,true,end+c,7
ndzf,9,nf,0,true,end+c,10
ndzg,7,ng,2,true,end+c,10
ndzj,12,nj,0,true,end+c,10
ndzk,7,nk,2,true,end+c,10
ndzl,6,zl,1,true,end+c,10
ndzm,5,zm,0,true,end+c,9
ndzn,12,zn,2,true,end+c,8
ndzp,7,np,2,true,end+c,10
ndzq,99,dz,0,true,end+c,4
ndzr,6,zr,1,true,end+c,10
ndzs,12,ns,2,true,end+c,8
ndzt,10,nt,0,true,end+c,9
ndzv,9,nv,0,true,end+c,10
ndzx,11,nx,0,true,end+c,10
nt,0,nt,0,false,end+c,0
ntb,6,nb,2,true,end+c,3
ntcb,99,nb,2,true,end+c,4
ntcd,99,nt,0,true,end+c,3
ntcf,99,nf,0,true,end+c,4
ntcg,99,ng,2,true,end+c,4
ntcj,99,nj,0,true,end+c,4
ntck,99,nk,2,true,end+c,4
ntcl,99,ntl,2,true,end+c,4
ntcm,99,tm,0,true,end+c,3
ntcn,99,tn,0,true,end+c,2
ntcp,99,np,2,true,end+c,4
ntcq,99,nt,0,true,end+c,1
ntcr,99,tr,0,true,end+c,4
ntcs,99,ts,0,true,end+c,4
ntct,99,nt,0,true,end+c,1
ntcv,99,nv,0,true,end+c,4
ntcx,99,nx,0,true,end+c,4
ntcz,99,nz,2,true,end+c,4
ntd,9,nt,0,true,end+c,3
ntf,4,nf,0,true,end+c,3
ntg,6,ng,2,true,end+c,3
ntj,9,nj,0,true,end+c,3
ntk,4,nk,2,true,end+c,3
ntl,2,ntl,2,false,end+c,3
ntm,2,ntm,2,false,end+c,3
ntn,7,tn,0,true,end+c,2
ntp,4,np,2,true,end+c,3
ntq,99,nt,0,true,end+c,1
ntr,2,ntr,2,false,end+c,3
nts,5,ts,0,true,end+c,3
ntsb,7,nb,2,true,end+c,10
ntsd,10,nd,0,true,end+c,9
ntsf,7,nf,0,true,end+c,10
ntsg,7,ng,2,true,end+c,10
ntsj,12,nj,0,true,end+c,10
ntsk,5,sk,0,true,end+c,10
ntsl,6,tl,0,true,end+c,10
ntsm,5,tm,0,true,end+c,9
ntsn,12,tn,0,true,end+c,8
ntsp,5,sp,0,true,end+c,10
ntsq,99,nt,0,true,end+c,4
ntsr,6,tr,0,true,end+c,10
ntst,8,nt,0,true,end+c,7
ntsv,9,nv,0,true,end+c,10
ntsx,9,nx,0,true,end+c,10
ntsz,12,ts,0,true,end+c,8
ntv,6,nv,0,true,end+c,3
ntx,2,ntx,2,false,end+c,3
ntxb,8,nb,2,true,end+c,10
ntxd,9,nd,0,true,end+c,9
ntxf,7,nf,0,true,end+c,10
ntxg,7,ng,2,true,end+c,10
ntxj,12,nx,0,true,end+c,8
ntxk,5,xk,0,true,end+c,10
ntxl,7,tl,0,true,end+c,10
ntxm,5,txm,2,true,end+c,9
ntxn,9,tn,0,true,end+c,8
ntxp,6,xp,1,true,end+c,10
ntxq,99,nt,0,true,end+c,4
ntxr,7,tr,0,true,end+c,10
ntxs,9,ts,0,true,end+c,10
ntxt,7,tx,0,true,end+c,7
ntxv,9,nv,0,true,end+c,10
ntxz,11,nz,2,true,end+c,10
ntz,7,nz,2,true,end+c,3
ps,1,ps,1,false,end+c,0
psb,8,pp,99,true,end+c,3
psd,7,st,0,true,end+c,3
psf,8,pf,0,true,end+c,3
psg,7,pk,2,true,end+c,3
psj,12,sx,2,true,end+c,3
psk,5,sk,0,true,end+c,3
psl,4,pl,0,true,end+c,3
psm,4,pm,0,true,end+c,3
psn,5,pn,0,true,end+c,3
psp,8,sp,0,true,end+c,2
psq,99,ps,1,true,end+c,1
psr,4,pr,0,true,end+c,3
pst,5,st,0,true,end+c,3
psv,10,pf,0,true,end+c,3
psx,9,sx,2,true,end+c,3
psz,9,ps,1,true,end+c,3
px,3,px,3,false,end+c,0
pxb,13,xp,1,true,end+c,3
pxd,13,pt,2,true,end+c,3
pxf,12,pf,0,true,end+c,3
pxg,11,xk,0,true,end+c,3
pxj,16,px,3,true,end+c,3
pxk,9,xk,0,true,end+c,3
pxl,9,pl,0,true,end+c,3
pxm,8,pm,0,true,end+c,3
pxn,9,pn,0,true,end+c,3
pxp,13,xp,1,true,end+c,2
pxq,99,px,3,true,end+c,1
pxr,9,pr,0,true,end+c,3
pxs,13,ps,1,true,end+c,3
pxt,11,pt,2,true,end+c,3
pxv,14,pf,0,true,end+c,3
pxz,15,ps,1,true,end+c,3
qk,0,qk,0,false,end+c,0
qkb,4,qk,0,true,end+c,3
qkd,4,qk,0,true,end+c,3
qkf,3,qk,0,true,end+c,3
qkg,7,qk,0,true,end+c,3
qkj,7,qk,0,true,end+c,3
qkl,0,kl,0,true,end+c,0
qkm,0,km,0,true,end+c,0
qkn,1,kn,1,true,end+c,3
qkp,2,kp,2,true,end+c,3
qkq,99,qk,0,true,end+c,1
qkr,0,kr,0,true,end+c,0
qks,0,ks,0,true,end+c,0
qksb,4,qk,0,true,end+c,10
qksd,4,qk,0,true,end+c,10
qksf,4,qk,0,true,end+c,10
qksg,4,qk,0,true,end+c,9
qksj,9,qk,0,true,end+c,10
qksk,2,ksk,6,true,end+c,7
qksl,3,kl,0,true,end+c,10
qksm,2,ksm,2,true,end+c,9
qksn,4,kn,1,true,end+c,9
qksp,2,ksp,4,true,end+c,10
qksq,99,ks,0,true,end+c,4
qksr,3,kr,0,true,end+c,10
qkst,2,kst,4,true,end+c,10
qksv,6,qk,0,true,end+c,10
qksx,6,qk,0,true,end+c,10
qksz,6,qk,0,true,end+c,8
qkt,2,kt,2,true,end+c,3
qkv,5,qk,0,true,end+c,3
qkx,4,qk,0,true,end+c,3
qkxb,9,qk,0,true,end+c,10
qkxd,10,qk,0,true,end+c,10
qkxf,8,qk,0,true,end+c,10
qkxg,8,qk,0,true,end+c,9
qkxj,13,qk,0,true,end+c,8
qkxk,6,qk,0,true,end+c,7
qkxl,8,qk,0,true,end+c,10
qkxm,6,qk,0,true,end+c,9
qkxn,8,qk,0,true,end+c,9
qkxp,7,kp,2,true,end+c,10
qkxq,99,qk,0,true,end+c,4
qkxr,8,qk,0,true,end+c,10
qkxs,10,ks,0,true,end+c,10
qkxt,8,qk,0,true,end+c,10
qkxv,10,qk,0,true,end+c,10
qkxz,12,ks,0,true,end+c,10
qkz,2,ks,0,true,end+c,3
rb,1,rb,1,false,end+c,0
rbd,7,rd,0,true,end+c,3
rbf,5,rf,0,true,end+c,3
rbg,7,rg,1,true,end+c,3
rbj,11,rj,0,true,end+c,3
rbk,7,rk,1,true,end+c,3
rbl,3,bl,0,true,end+c,3
rbm,3,rm,0,true,end+c,3
rbn,3,bn,0,true,end+c,3
rbp,7,rp,1,true,end+c,3
rbq,99,rb,1,true,end+c,1
rbr,5,br,0,true,end+c,2
rbs,6,rs,1,true,end+c,3
rbt,7,rt,0,true,end+c,3
rbv,5,rv,0,true,end+c,3
rbx,10,rx,0,true,end+c,3
rbz,6,rz,1,true,end+c,3
rd,0,rd,0,false,end+c,0
rdb,6,rb,1,true,end+c,3
rdf,6,rf,0,true,end+c,3
rdg,6,rg,1,true,end+c,3
rdj,5,rj,0,true,end+c,3
rdk,6,rk,1,true,end+c,3
rdl,2,rdl,2,false,end+c,3
rdm,2,rdm,2,false,end+c,3
rdn,2,rdn,2,false,end+c,3
rdp,6,rp,1,true,end+c,3
rdq,99,rd,0,true,end+c,1
rdr,4,dr,0,true,end+c,2
rds,4,rs,1,true,end+c,3
rdt,6,rt,0,true,end+c,3
rdv,6,rv,0,true,end+c,3
rdx,8,rx,0,true,end+c,3
rdz,2,rdz,2,false,end+c,3
rf,0,rf,0,false,end+c,0
rfb,4,rb,1,true,end+c,3
rfd,4,rd,0,true,end+c,3
rfg,5,rg,1,true,end+c,3
rfj,9,rj,0,true,end+c,3
rfk,3,rk,1,true,end+c,3
rfl,2,rfl,2,false,end+c,3
rfm,4,rm,0,true,end+c,3
rfn,2,rfn,2,false,end+c,3
rfp,2,rfp,2,false,end+c,3
rfq,99,rf,0,true,end+c,1
rfr,4,fr,0,true,end+c,2
rfs,4,rs,1,true,end+c,3
rft,2,rft,2,false,end+c,3
rfv,6,rf,0,true,end+c,3
rfx,6,rx,0,true,end+c,3
rfz,6,rz,1,true,end+c,3
rg,1,rg,1,false,end+c,0
rgb,7,rb,1,true,end+c,3
rgd,7,rd,0,true,end+c,3
rgf,8,rf,0,true,end+c,3
rgj,10,rj,0,true,end+c,3
rgk,7,rk,1,true,end+c,3
rgl,3,gl,0,true,end+c,3
rgm,3,rm,0,true,end+c,3
rgn,4,gn,1,true,end+c,3
rgp,7,rp,1,true,end+c,3
rgq,99,rg,1,true,end+c,1
rgr,5,gr,0,true,end+c,2
rgs,5,rs,1,true,end+c,3
rgt,7,rt,0,true,end+c,3
rgv,8,gv,3,true,end+c,3
rgx,9,rx,0,true,end+c,3
rgz,5,gz,0,true,end+c,3
rk,1,rk,1,false,end+c,0
rkb,7,rb,1,true,end+c,3
rkd,7,rd,0,true,end+c,3
rkf,6,rf,0,true,end+c,3
rkg,7,rk,1,true,end+c,3
rkj,10,rj,0,true,end+c,3
rkl,3,kl,0,true,end+c,3
rkm,3,rm,0,true,end+c,3
rkn,4,kn,1,true,end+c,3
rkp,5,rp,1,true,end+c,3
rkq,99,rk,1,true,end+c,1
rkr,5,kr,0,true,end+c,2
rks,3,ks,0,true,end+c,3
rkt,5,rt,0,true,end+c,3
rkv,8,rv,0,true,end+c,3
rkx,7,rx,0,true,end+c,3
rkz,5,rz,1,true,end+c,3
rp,1,rp,1,false,end+c,0
rpb,7,rp,1,true,end+c,3
rpd,7,rd,0,true,end+c,3
rpf,3,rf,0,true,end+c,3
rpg,7,rg,1,true,end+c,3
rpj,11,rj,0,true,end+c,3
rpk,5,rk,1,true,end+c,3
rpl,3,pl,0,true,end+c,3
rpm,3,rm,0,true,end+c,3
rpn,3,pn,0,true,end+c,3
rpq,99,rp,1,true,end+c,1
rpr,5,pr,0,true,end+c,2
rps,4,rs,1,true,end+c,3
rpt,5,rt,0,true,end+c,3
rpv,5,rv,0,true,end+c,3
rpx,8,rx,0,true,end+c,3
rpz,6,rz,1,true,end+c,3
rs,1,rs,1,false,end+c,0
rsb,5,rb,1,true,end+c,3
rsd,5,rd,0,true,end+c,3
rsf,5,rf,0,true,end+c,3
rsg,5,rg,1,true,end+c,3
rsj,10,rj,0,true,end+c,3
rsk,3,sk,0,true,end+c,3
rsl,4,sl,1,true,end+c,3
rsm,3,rm,0,true,end+c,3
rsn,5,rn,2,true,end+c,3
rsp,3,sp,0,true,end+c,3
rsq,99,rs,1,true,end+c,1
rsr,6,sr,1,true,end+c,2
rst,3,rt,0,true,end+c,3
rsv,7,rv,0,true,end+c,3
rsx,7,rx,0,true,end+c,3
rsz,7,rs,1,true,end+c,3
rt,0,rt,0,false,end+c,0
rtb,6,rb,1,true,end+c,3
rtd,6,rt,0,true,end+c,3
rtf,4,rf,0,true,end+c,3
rtg,6,rg,1,true,end+c,3
rtj,9,rj,0,true,end+c,3
rtk,4,rk,1,true,end+c,3
rtl,2,rtl,2,false,end+c,3
rtm,2,rtm,2,false,end+c,3
rtn,2,rtn,2,false,end+c,3
rtp,4,rp,1,true,end+c,3
rtq,99,rt,0,true,end+c,1
rtr,4,tr,0,true,end+c,2
rts,2,rts,2,false,end+c,3
rtv,6,rv,0,true,end+c,3
rtx,2,rtx,2,false,end+c,3
rtz,4,rz,1,true,end+c,3
rv,0,rv,0,false,end+c,0
rvb,4,vb,0,true,end+c,3
rvd,4,rd,0,true,end+c,3
rvf,6,rf,0,true,end+c,3
rvg,5,rg,1,true,end+c,3
rvj,9,rj,0,true,end+c,3
rvk,5,rk,1,true,end+c,3
rvl,2,rvl,2,false,end+c,3
rvm,4,rm,0,true,end+c,3
rvn,2,rvn,2,false,end+c,3
rvp,4,rp,1,true,end+c,3
rvq,99,rv,0,true,end+c,1
rvr,4,vr,0,true,end+c,2
rvs,6,rs,1,true,end+c,3
rvt,4,rt,0,true,end+c,3
rvx,8,rx,0,true,end+c,3
rvz,6,rz,1,true,end+c,3
rx,0,rx,0,false,end+c,0
rxb,7,rb,1,true,end+c,3
rxd,8,rd,0,true,end+c,3
rxf,6,rf,0,true,end+c,3
rxg,6,rg,1,true,end+c,3
rxj,11,rx,0,true,end+c,3
rxk,4,xk,0,true,end+c,3
rxl,6,rl,2,true,end+c,3
rxm,4,rm,0,true,end+c,3
rxn,6,rn,2,true,end+c,3
rxp,5,rp,1,true,end+c,3
rxq,99,rx,0,true,end+c,1
rxr,8,xr,2,true,end+c,2
rxs,8,rs,1,true,end+c,3
rxt,6,rt,0,true,end+c,3
rxv,8,rv,0,true,end+c,3
rxz,10,rz,1,true,end+c,3
rz,1,rz,1,false,end+c,0
rzb,5,zb,0,true,end+c,3
rzd,5,rd,0,true,end+c,3
rzf,7,rf,0,true,end+c,3
rzg,5,zg,0,true,end+c,3
rzj,10,rj,0,true,end+c,3
rzk,5,rk,1,true,end+c,3
rzl,4,zl,1,true,end+c,3
rzm,3,rm,0,true,end+c,3
rzn,5,rn,2,true,end+c,3
rzp,5,rp,1,true,end+c,3
rzq,99,rz,1,true,end+c,1
rzr,6,zr,1,true,end+c,2
rzs,7,rs,1,true,end+c,3
rzt,5,rt,0,true,end+c,3
rzv,7,rv,0,true,end+c,3
rzx,9,rx,0,true,end+c,3
sk,0,sk,0,false,end+c,0
skb,8,sp,0,true,end+c,3
skd,8,st,0,true,end+c,3
skf,7,sf,2,true,end+c,3
skg,8,sk,0,true,end+c,3
skj,11,sk,0,true,end+c,3
skl,2,skl,2,false,end+c,3
skm,2,skm,2,false,end+c,3
skn,3,kn,1,true,end+c,3
skp,6,sp,0,true,end+c,3
skq,99,sk,0,true,end+c,1
skr,2,skr,2,false,end+c,3
sks,6,ks,0,true,end+c,2
skt,6,st,0,true,end+c,3
skv,9,sk,0,true,end+c,3
skx,8,sx,2,true,end+c,3
skz,6,ks,0,true,end+c,3
sp,0,sp,0,false,end+c,0
spb,8,sp,0,true,end+c,3
spd,8,st,0,true,end+c,3
spf,4,pf,0,true,end+c,3
spg,8,sk,0,true,end+c,3
spj,12,sp,0,true,end+c,3
spk,6,sk,0,true,end+c,3
spl,2,spl,2,false,end+c,3
spm,2,spm,2,false,end+c,3
spn,2,spn,2,false,end+c,3
spq,99,sp,0,true,end+c,1
spr,2,spr,2,false,end+c,3
sps,7,ps,1,true,end+c,2
spt,6,st,0,true,end+c,3
spv,6,pf,0,true,end+c,3
spx,9,sx,2,true,end+c,3
spz,7,sp,0,true,end+c,3
st,0,st,0,false,end+c,0
stb,8,sp,0,true,end+c,3
std,11,st,0,true,end+c,3
stf,6,sf,2,true,end+c,3
stg,8,sk,0,true,end+c,3
stj,11,st,0,true,end+c,3
stk,6,sk,0,true,end+c,3
stl,2,stl,2,false,end+c,3
stm,2,stm,2,false,end+c,3
stn,5,tn,0,true,end+c,3
stp,6,sp,0,true,end+c,3
stq,99,st,0,true,end+c,1
str,2,str,2,false,end+c,3
sts,9,ts,0,true,end+c,2
stv,8,st,0,true,end+c,3
stx,4,tx,0,true,end+c,3
stz,9,ts,0,true,end+c,3
ts,0,ts,0,false,end+c,0
tsb,6,sp,0,true,end+c,3
tsd,9,st,0,true,end+c,3
tsf,6,tf,2,true,end+c,3
tsg,6,sk,0,true,end+c,3
tsj,11,tx,0,true,end+c,3
tsk,4,sk,0,true,end+c,3
tsl,3,tl,0,true,end+c,3
tsm,2,tsm,2,false,end+c,3
tsn,7,tn,0,true,end+c,3
tsp,4,sp,0,true,end+c,3
tsq,99,ts,0,true,end+c,1
tsr,3,tr,0,true,end+c,3
tst,9,st,0,true,end+c,2
tsv,8,tf,2,true,end+c,3
tsx,8,tx,0,true,end+c,3
tsz,11,ts,0,true,end+c,3
xt,2,xt,2,false,end+c,0
xtb,12,tp,2,true,end+c,3
xtd,12,xt,2,true,end+c,3
xtf,10,xf,2,true,end+c,3
xtg,12,tk,2,true,end+c,3
xtj,15,xx,99,true,end+c,3
xtk,10,xk,0,true,end+c,3
xtl,6,tl,0,true,end+c,3
xtm,6,xm,0,true,end+c,3
xtn,6,tn,0,true,end+c,3
xtp,10,xp,1,true,end+c,3
xtq,99,xt,2,true,end+c,1
xtr,6,tr,0,true,end+c,3
xts,8,ts,0,true,end+c,3
xtv,12,xf,2,true,end+c,3
xtx,10,tx,0,true,end+c,2
xtz,10,ts,0,true,end+c,3
