word,meaning,tier,shape,echo,own,pair,crowd,loss
dolv,deliver,1,CVCC,0.4929,-59.3299,2.1613,0.0031,-57.1686
dusk,across (trans-)/cross,1,CVCC,0.5910,-60.0000,1.1856,0.0023,-58.8144
bist,beast,1,CVCC,1.0000,-59.6139,1.3333,0.0021,-58.2807
bend,bend,1,CVCC,1.0000,-59.8148,1.7495,0.0020,-58.0653
besk,basic,1,CVCC,0.7100,-60.0000,1.2492,0.0024,-58.7508
bamp,bump,1,CVCC,0.8063,-60.0000,1.6167,0.0027,-58.3833
band,band (group),1,CVCC,1.0000,-59.5852,2.6531,0.0032,-56.9321
batx,bat (animal),1,CVCC,0.7500,-59.5422,1.5998,0.0024,-57.9424
baks,rectangle,1,CVCC,0.4238,-60.0000,0.9552,0.0019,-59.0448
bast,prime,1,CVCC,0.3467,-60.0000,2.4394,0.0037,-57.5606
bask,otherwise,1,CVCC,0.3105,-60.0000,1.8548,0.0038,-58.1452
bard,b sound,1,CVCC,0.6263,-60.0000,3.5928,0.0048,-56.4072
barb,barb,1,CVCC,1.0000,-60.0000,3.0144,0.0043,-56.9856
barv,duck (bird),1,CVCC,0.3346,-60.0000,2.3147,0.0037,-57.6853
borp,burp,1,CVCC,0.9437,-60.0000,2.8277,0.0036,-57.1723
borz,poison,1,CVCC,0.5192,-58.5575,2.3958,0.0031,-56.1617
bold,10^30,1,CVCC,0.0000,-60.0000,3.1458,0.0038,-56.8542
bund,boundary,1,CVCC,0.5000,-58.7315,1.5212,0.0018,-57.2103
bust,burst,1,CVCC,0.8000,-38.3567,1.5638,0.0023,-36.7930
pitx,pitch (sound),1,CVCC,1.0000,-60.0000,1.1346,0.0018,-58.8654
pent,paint,1,CVCC,1.0000,-60.0000,2.0164,0.0023,-57.9836
pest,paste,1,CVCC,0.8875,-60.0000,1.5305,0.0024,-58.4695
pand,upon,1,CVCC,0.3625,-60.0000,2.5277,0.0034,-57.4723
paqk,punk,1,CVCC,0.7562,-60.0000,1.4608,0.0039,-58.5392
padj,edge,0,CVCC,0.6375,-58.7045,1.5728,0.0023,-57.1317
patx,patch,1,CVCC,1.0000,-60.0000,1.5848,0.0027,-58.4152
pard,pod,1,CVCC,0.6125,-112.0000,6.8446,0.0098,-105.1554
parp,perpendicular,1,CVCC,0.2731,-60.0000,3.1513,0.0046,-56.8487
part,part,1,CVCC,1.0000,-111.4000,7.3709,0.0101,-104.0291
park,park (car),1,CVCC,1.0000,-60.0000,2.8769,0.0053,-57.1231
parz,p sound,1,CVCC,0.6023,-60.0000,2.5559,0.0039,-57.4441
pogz,10^5,1,CVCC,0.0000,-60.0000,0.5999,0.0010,-59.4001
podj,purge,1,CVCC,0.7304,-60.0000,1.1280,0.0015,-58.8720
potx,pi,1,CVCC,0.3063,-60.0000,1.1816,0.0019,-58.8184
post,post (content),1,CVCC,1.0000,-60.0000,1.8837,0.0028,-58.1163
port,important,1,CVCC,0.4444,-60.0000,3.2380,0.0039,-56.7620
pork,per,1,CVCC,0.6125,-60.0000,2.4214,0.0039,-57.5786
porf,puff,1,CVCC,0.8054,-60.0000,2.0048,0.0032,-57.9952
titx,teach,1,CVCC,1.0000,-60.0000,1.1744,0.0017,-58.8256
test,taste,1,CVCC,0.8875,-60.0000,1.6738,0.0026,-58.3262
tamp,temperature,1,CVCC,0.3550,-60.0000,1.6825,0.0030,-58.3175
taqk,toy,1,CVCC,0.3625,-60.0000,1.5255,0.0038,-58.4745
tatx,touch,1,CVCC,0.8000,-59.7000,1.6341,0.0026,-58.0659
tarp,topology,1,CVCC,0.3708,-60.0000,3.2860,0.0046,-56.7140
tarz,reptile,1,CVCC,0.3467,-60.0000,2.7388,0.0041,-57.2612
tals,tall,1,CVCC,0.8950,-59.7000,2.7920,0.0042,-56.9080
totx,attach,1,CVCC,0.5750,-59.1153,1.2337,0.0019,-57.8816
toks,easy,1,CVCC,0.3004,-57.9012,0.6632,0.0013,-57.2381
torp,interpolate,1,CVCC,0.3867,-60.0000,2.8295,0.0036,-57.1705
told,t sound,1,CVCC,0.6380,-60.0000,3.1506,0.0039,-56.8494
kiqk,10^15,1,CVCC,0.0000,-60.0000,0.7275,0.0022,-59.2725
kedj,accept,1,CVCC,0.5383,-58.9612,0.9178,0.0014,-58.0435
kamp,camp,1,CVCC,1.0000,-60.0000,1.2791,0.0029,-58.7209
kand,command,1,CVCC,0.5714,-60.0000,2.0560,0.0033,-57.9440
kast,cast,1,CVCC,1.0000,-60.0000,1.8178,0.0037,-58.1822
kard,can,1,CVCC,0.7050,-60.0000,2.8589,0.0050,-57.1411
karp,keep,1,CVCC,0.5813,-54.3329,2.5755,0.0046,-51.7574
kart,crown,1,CVCC,0.5340,-58.6020,3.0893,0.0051,-55.5127
kark,quark,1,CVCC,0.8000,-60.0000,2.3474,0.0054,-57.6526
kalt,cult,1,CVCC,0.8063,-60.0000,3.0139,0.0050,-56.9861
kalv,kelvin,1,CVCC,0.5917,-60.0000,1.7899,0.0037,-58.2101
korg,encounter,1,CVCC,0.3456,-60.0000,1.7146,0.0035,-58.2854
korb,cone,1,CVCC,0.6717,-60.0000,2.0848,0.0033,-57.9152
kort,court (justice),1,CVCC,0.7550,-60.0000,2.6847,0.0039,-57.3153
kork,curl,1,CVCC,0.7437,-59.9296,1.9489,0.0038,-57.9807
kold,cold,1,CVCC,1.0000,-59.7000,2.4675,0.0037,-57.2325
kund,kind (good),1,CVCC,0.8625,-59.5565,1.0950,0.0017,-58.4616
kurv,curve,0,CVCC,1.0000,-59.8917,1.1123,0.0021,-58.7794
hint,hint,1,CVCC,1.0000,-60.0000,1.1984,0.0018,-58.8016
hidj,polyhedron,1,CVCC,0.3438,-60.0000,0.7951,0.0013,-59.2049
heqk,angry,1,CVCC,0.2208,-57.6625,0.8719,0.0025,-56.7906
hedj,age,1,CVCC,0.3375,-59.4815,1.0042,0.0016,-58.4773
heps,ape,1,CVCC,0.3875,-57.4595,0.6657,0.0012,-56.7938
hamp,ampere (electric current),1,CVCC,0.4000,-60.0000,1.1924,0.0028,-58.8076
hant,hunt,1,CVCC,0.8063,-60.0000,2.1489,0.0035,-57.8511
hadj,hedge,1,CVCC,0.8875,-60.0000,1.2625,0.0022,-58.7375
habz,abstract,1,CVCC,0.3538,-58.0613,0.8289,0.0016,-57.2324
hatx,hole,1,CVCC,0.4908,-60.0000,1.2567,0.0026,-58.7433
hask,explore,1,CVCC,0.2381,-57.3317,1.1486,0.0033,-56.1831
hard,hard (vs. soft),1,CVCC,1.0000,-60.0000,2.6899,0.0048,-57.3101
hark,arc,1,CVCC,0.7500,-60.0000,2.1506,0.0050,-57.8494
hald,elm,1,CVCC,0.5592,-60.0000,2.6716,0.0048,-57.3284
hals,ice,1,CVCC,0.2137,-57.6412,2.0065,0.0042,-55.6347
halz,hell (emphasize surprise),1,CVCC,0.8200,-60.0000,1.9662,0.0038,-58.0338
halc,ethnicity,1,CVCC,0.2794,-60.0000,1.7889,0.0039,-58.2111
host,thirst,1,CVCC,0.5783,-60.0000,1.2701,0.0025,-58.7299
hord,ahead,1,CVCC,0.3063,-59.0137,2.1955,0.0035,-56.8182
hort,heart (body),1,CVCC,0.8063,-59.6656,2.3630,0.0036,-57.3026
hors,horse,1,CVCC,1.0000,-60.0000,1.6777,0.0030,-58.3223
hold,h sound,1,CVCC,0.6387,-60.0000,2.2047,0.0035,-57.7953
holv,elbow,1,CVCC,0.2360,-60.0000,1.4407,0.0027,-58.5593
huqk,hunger,1,CVCC,0.6400,-60.0000,0.6709,0.0021,-59.3291
hudj,vowel u sound,1,CVCC,0.6433,-60.0000,0.7143,0.0012,-59.2857
hutx,itch,1,CVCC,0.6125,-60.0000,0.7968,0.0016,-59.2032
siqk,sink (down),1,CVCC,0.9500,-59.4704,1.1940,0.0025,-58.2764
sitx,second (time),1,CVCC,0.5147,-60.0000,1.3666,0.0019,-58.6334
sent,saint,1,CVCC,1.0000,-60.0000,2.3563,0.0023,-57.6437
sedj,sage (person),1,CVCC,0.5875,-60.0000,1.3692,0.0017,-58.6308
samp,sentence (text),1,CVCC,0.4690,-60.0000,1.8049,0.0028,-58.1951
sand,sand,1,CVCC,1.0000,-59.6713,2.8496,0.0032,-56.8217
saqk,sign,1,CVCC,0.6537,-60.0000,1.7050,0.0036,-58.2950
sadj,beside,1,CVCC,0.4480,-59.1720,1.8309,0.0023,-57.3411
satx,such,1,CVCC,0.8063,-60.0000,1.8367,0.0026,-58.1633
saft,soft,1,CVCC,0.8625,-60.0000,1.6892,0.0029,-58.3108
sard,side,1,CVCC,0.5813,-60.0000,3.7585,0.0049,-56.2415
sart,certain,1,CVCC,0.5917,-59.2570,4.0676,0.0049,-55.1894
sark,discern,1,CVCC,0.4314,-60.0000,3.1723,0.0051,-56.8277
sarz,feature,1,CVCC,0.4643,-60.0000,2.8238,0.0037,-57.1762
salk,circle,0,CVCC,0.6650,-59.7859,3.1188,0.0051,-56.6670
sals,celsius,1,CVCC,0.5071,-60.0000,2.8835,0.0039,-57.1165
sorg,recent,1,CVCC,0.4642,-60.0000,2.2795,0.0033,-57.7205
sorf,surface,1,CVCC,0.6292,-58.8769,2.1296,0.0030,-56.7472
sold,solid,1,CVCC,0.8000,-60.0000,3.1795,0.0037,-56.8205
solp,swap,1,CVCC,0.5000,-60.0000,2.8584,0.0034,-57.1416
sutx,set (math),0,CVCC,0.5563,-60.0000,1.1048,0.0015,-58.8952
zist,resist,1,CVCC,0.6417,-60.0000,1.4842,0.0020,-58.5158
zeqk,hand,1,CVCC,0.6458,-59.2424,1.2992,0.0024,-57.9432
zetx,1000,1,CVCC,0.0000,-60.0000,1.4748,0.0018,-58.5252
zart,lizard,1,CVCC,0.6417,-60.0000,4.1085,0.0046,-55.8915
zark,open,1,CVCC,0.1704,-33.7613,3.2066,0.0046,-30.5546
zalb,fermion,1,CVCC,0.4410,-60.0000,3.2124,0.0041,-56.7876
zalv,dissolve,1,CVCC,0.4714,-58.8866,2.4095,0.0034,-56.4771
zord,exit,1,CVCC,0.2860,-34.0978,3.2702,0.0036,-30.8276
zolt,column,1,CVCC,0.5083,-60.0000,3.4956,0.0035,-56.5044
zuqk,z sound,1,CVCC,0.6600,-60.0000,1.0065,0.0020,-58.9935
vist,visit,1,CVCC,0.8000,-60.0000,1.3804,0.0020,-58.6196
vedj,vegetable,1,CVCC,0.4412,-60.0000,1.2433,0.0015,-58.7567
vant,archaea,1,CVCC,0.2808,-60.0000,3.0283,0.0032,-56.9717
vaqk,cow,1,CVCC,0.3117,-58.5276,1.5348,0.0032,-56.9927
vast,vast,1,CVCC,1.0000,-60.0000,2.4494,0.0034,-57.5506
vark,syllable,1,CVCC,0.3333,-60.0000,3.0004,0.0045,-56.9996
varz,forest,1,CVCC,0.5250,-60.0000,2.7307,0.0035,-57.2693
valv,evolve,1,CVCC,0.6900,-59.8706,2.2749,0.0033,-57.5957
vord,avoid,1,CVCC,0.6000,-59.0572,3.1634,0.0036,-55.8938
vorb,ever,1,CVCC,0.3625,-112.0000,5.2223,0.0064,-106.7777
vork,electron,1,CVCC,0.3146,-60.0000,2.5042,0.0033,-57.4958
volt,volt,1,CVCC,1.0000,-60.0000,3.3072,0.0035,-56.6928
volz,violent,1,CVCC,0.5264,-60.0000,2.3406,0.0027,-57.6594
vutx,entity,1,CVCC,0.4192,-58.2120,1.1089,0.0015,-57.1031
vust,v sound,1,CVCC,0.6203,-60.0000,1.5539,0.0020,-58.4461
vurf,verify,1,CVCC,0.5375,-60.0000,1.5157,0.0022,-58.4843
fiqk,even (though),1,CVCC,0.3562,-60.0000,1.0513,0.0023,-58.9487
fent,faint (dizzy),1,CVCC,1.0000,-60.0000,2.0777,0.0021,-57.9223
fand,fund,1,CVCC,0.8063,-60.0000,2.6065,0.0031,-57.3935
faqk,funk,1,CVCC,0.7562,-60.0000,1.5239,0.0035,-58.4761
fast,fast,1,CVCC,1.0000,-59.7287,2.2571,0.0034,-57.4716
farg,fog,1,CVCC,0.6125,-60.0000,2.6448,0.0046,-57.3552
fart,fart,1,CVCC,1.0000,-60.0000,3.8131,0.0049,-56.1869
farv,10^24,1,CVCC,0.0000,-60.0000,2.2251,0.0035,-57.7749
fort,fort,1,CVCC,1.0000,-60.0000,3.1985,0.0037,-56.8015
fork,ant (animal),1,CVCC,0.4838,-58.8957,2.3934,0.0035,-56.5023
fold,fold,0,CVCC,1.0000,-60.0000,3.0032,0.0037,-56.9968
funt,photon,1,CVCC,0.6230,-60.0000,1.7375,0.0019,-58.2625
ximp,shrimp (fish),1,CVCC,0.8000,-60.0000,0.8147,0.0013,-59.1853
xift,shift,1,CVCC,1.0000,-59.7861,0.8202,0.0015,-58.9659
xant,ancient,1,CVCC,0.5431,-110.8914,5.7594,0.0065,-105.1320
xask,ask,1,CVCC,0.7500,-59.8357,1.6637,0.0033,-58.1720
xarp,x sound,1,CVCC,0.6670,-60.0000,3.1582,0.0044,-56.8418
xark,society,1,CVCC,0.4606,-60.0000,2.9372,0.0050,-57.0628
xarz,opposite (anti),1,CVCC,0.3057,-60.0000,2.5934,0.0036,-57.4066
xort,sure,1,CVCC,0.6771,-60.0000,3.1332,0.0035,-56.8668
jalf,j sound,1,CVCC,0.5830,-60.0000,2.1893,0.0034,-57.8107
Carv,forever,1,CVCC,0.4619,-60.0000,2.3247,0.0034,-57.6753
Cork,large C sound,1,CVCC,0.7408,-60.0000,2.5124,0.0033,-57.4876
ciqk,think,1,CVCC,0.9500,-111.4861,2.0815,0.0044,-109.4046
cets,mole (measurement),1,CVCC,0.3746,-60.0000,1.3703,0.0017,-58.6297
corb,distance (tele-),1,CVCC,0.3693,-60.0000,2.6112,0.0034,-57.3888
cutx,tooth,1,CVCC,0.6325,-60.0000,1.0287,0.0015,-58.9713
yiqk,vowel large I sound,1,CVCC,0.6317,-60.0000,0.7749,0.0025,-59.2251
yard,yard (measurement),1,CVCC,1.0000,-60.0000,2.3427,0.0040,-57.6573
york,10^2,1,CVCC,0.0000,-60.0000,1.5067,0.0029,-58.4933
yust,used to,1,CVCC,0.4625,-60.0000,0.8889,0.0018,-59.1111
riqk,rhyme,1,CVCC,0.4888,-60.0000,1.0522,0.0028,-58.9478
ritx,ring (math),1,CVCC,0.6175,-60.0000,1.2622,0.0020,-58.7378
risk,risk,1,CVCC,1.0000,-112.0000,2.1158,0.0050,-109.8842
rend,french r sound,1,CVCC,0.6417,-60.0000,1.4764,0.0020,-58.5236
reqk,rank,0,CVCC,0.8375,-60.0000,1.1218,0.0028,-58.8782
retx,rate (change),1,CVCC,0.6375,-59.1205,1.3661,0.0020,-57.7544
ramp,r sound,1,CVCC,0.6327,-60.0000,1.3544,0.0027,-58.6456
rant,rant,1,CVCC,1.0000,-60.0000,2.4344,0.0033,-57.5656
ratx,vowel a sound,1,CVCC,0.5527,-60.0000,1.5407,0.0026,-58.4593
rast,rest (remainder),1,CVCC,0.8875,-59.7000,2.0267,0.0036,-57.6733
rask,reminiscent of (-esque),1,CVCC,0.3045,-60.0000,1.6483,0.0040,-58.3517
raft,raft,1,CVCC,1.0000,-60.0000,1.4093,0.0031,-58.5907
rond,gnaw,1,CVCC,0.1917,-60.0000,1.6071,0.0020,-58.3929
rost,past (distance),1,CVCC,0.6792,-60.0000,1.6360,0.0026,-58.3640
rups,10^39,1,CVCC,0.0000,-60.0000,0.6824,0.0013,-59.3176
rusk,vowel english r sound,1,CVCC,0.5530,-60.0000,1.0288,0.0024,-58.9712
limp,limp,1,CVCC,1.0000,-60.0000,0.7613,0.0015,-59.2387
lint,lint,1,CVCC,1.0000,-60.0000,1.4632,0.0020,-58.5368
list,list,0,CVCC,1.0000,-60.0000,1.3189,0.0024,-58.6811
legz,leg,1,CVCC,0.7500,-60.0000,0.6788,0.0011,-59.3212
ledj,theory,1,CVCC,0.5453,-59.0274,1.1201,0.0016,-57.9073
laqk,wool,1,CVCC,0.3942,-60.0000,1.3737,0.0038,-58.6263
ladj,l sound,1,CVCC,0.6127,-60.0000,1.4378,0.0022,-58.5622
laks,lack,1,CVCC,0.7500,-59.7000,0.9137,0.0020,-58.7863
last,last,0,CVCC,1.0000,-60.0000,2.0221,0.0035,-57.9779
laft,laugh,1,CVCC,0.5000,-35.0000,1.4093,0.0030,-33.5907
larg,element,1,CVCC,0.4121,-59.2869,2.1543,0.0043,-57.1326
larp,lepton,1,CVCC,0.4472,-60.0000,2.6088,0.0040,-57.3912
lart,let,1,CVCC,0.6375,-60.0000,3.2228,0.0046,-56.7772
larv,larva,1,CVCC,0.8000,-60.0000,1.8651,0.0033,-58.1349
lorg,log (diary),1,CVCC,0.7500,-60.0000,1.7922,0.0031,-58.2078
lurv,leave,1,CVCC,0.6125,-53.6707,1.1588,0.0020,-52.5119
widj,10^45,1,CVCC,0.0000,-60.0000,0.8602,0.0013,-59.1398
witx,w sound,1,CVCC,0.4160,-60.0000,1.1148,0.0018,-58.8852
wetx,which,1,CVCC,0.9437,-60.0000,1.2430,0.0020,-58.7570
wand,wind (coil),1,CVCC,0.8313,-35.0000,2.0109,0.0029,-32.9891
want,want,1,CVCC,1.0000,-60.0000,2.2520,0.0032,-57.7480
watx,watch,1,CVCC,1.0000,-60.0000,1.4519,0.0026,-58.5481
warp,vowel large A sound,1,CVCC,0.8458,-60.0000,2.4299,0.0039,-57.5701
wark,work,1,CVCC,0.8625,-59.9296,2.2170,0.0045,-57.7126
wald,wild,1,CVCC,0.8313,-60.0000,2.7379,0.0042,-57.2621
worv,weave,1,CVCC,0.5563,-59.0762,1.5030,0.0024,-57.5733
wold,world,1,CVCC,0.8000,-60.0000,2.3660,0.0033,-57.6340
wolf,wolf,1,CVCC,1.0000,-60.0000,1.4649,0.0025,-58.5351
wups,whoops,1,CVCC,1.0000,-60.0000,0.5955,0.0011,-59.4045
